C:\R1_New\data\se\skillvoice\voice_archer_atk_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_restoration_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_resurrection_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_resurrection_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_revengedsevenfold_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_revengedsevenfold_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_revive_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_revive_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_sacrament_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_sacrament_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_samdiveve_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_samdiveve_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_sefetyzone_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_sefetyzone_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_sefetyzone_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_shapeshifting_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_shapeshifting_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_stereatrofh_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_stereatrofh_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_stoneskin_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_stoneskin_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_stormcalling_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_stormcalling_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_sunrayshand_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_sunrayshand_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_sunrayshand_shot_end.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_switchgender_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_switchgender_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_telepath_shot.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_tetmamakla_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_transform_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_transform_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_transmitprana_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_transmitprana_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_transmitprana_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_turnundead_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_turnundead_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_twistoffate_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_twistoffate_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_vashitasiddhi_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_vashitasiddhi_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_zaibas_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_zaibas_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_zalciai_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_zalciai_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_f_zombify_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_arcaneenergy_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_arcaneenergy_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_aspergillum_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_aspergillum_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_aspersion_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_aspersion_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_astralbodyexplosion_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_astralbodyexplosion_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_aukuras_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_aukuras_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_aukuras_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_ayinsof_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_ayinsof_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_barrier_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_barrier_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_begondemon_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_begondemon_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_begondemon_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_blessing_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_blessing_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_bloodletting_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_breakingwheel_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_breakingwheel_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_bwakayiman_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_bwakayiman_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_callofdeities_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_callofdeities_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_capsulizezombie_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_capsulizezombie_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_carnivory_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_carnivory_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_chanceformultiplehits_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_chanceformultiplehits_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_change_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_change_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_chortasmata_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_chortasmata_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_clairvoyance_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_clairvoyance_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_clone_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_clone_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_conversion_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_conversion_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_conviction_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_conviction_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_counterspell_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_counterspell_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_creepingdeath_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_creepingdeath_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_creepingdeath_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_creepingdeath_shot_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_cure_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_cure_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_cure_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_cure_shot_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_daino_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_daino_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_damballa_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_damballa_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_darksight_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_darksight_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_deathsverdict_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_deathsverdict_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_deprotectedzone_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_deprotectedzone_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_disenchant_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_disenchant_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_divinemight_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_divinemight_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_divinemight_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_divinestigma_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_divinestigma_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_doublelockspunch_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_effigy_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_effigy_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_exorcise_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_exorcise_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_fade_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_fade_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_forecast_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_forecast_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_foretell_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_foretell_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_fumigate_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_gematria_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_gematria_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_godfingerflicking_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_godfingerflicking_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_godfingerflicking_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_goldenbellshield_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_goldenbellshield_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_heal_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_heal_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_heal_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_healingfactor_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_healingfactor_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_hengestone_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_hengestone_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_hexing_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_hexing_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_inchpunch_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_inchpunch_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_inchpunch_cast_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_inchpunch_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_inchpunch_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_incineration_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_incineration_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_increasemagicdef_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_indulgentia_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_indulgentia_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_ironcloth_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_ironcloth_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_irongravelpalm_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_irongravelpalm_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_irongravelpalm_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_lastrites_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_lastrites_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_lycanthropy_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_lycanthropy_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_mackangdal_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_mackangdal_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_magnusexorcismus_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_magnusexorcismus_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_malleusmaleficarum_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_malleusmaleficarum_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_massheal_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_massheal_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_melstis_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_melstis_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_melstis_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_merkabah_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_merkabah_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_monstrance_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_monstrance_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_nachash_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_nachash_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_notarikon_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_notarikon_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_ogouveve_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_ogouveve_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_outofbody_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_outofbody_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_palmofgoddess_shot.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_pandemic_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_pandemic_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_parkayapravesh_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_patronsaint_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_patronsaint_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_pearofanguish_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_pearofanguish_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_prakriti_shot.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_prophery_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_prophery_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_reduce_level_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_reduce_level_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_reducelevel_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_reducelevel_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_resetting_shot.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_resistelements_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_resistelements_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_restoration_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_restoration_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_resurrection_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_resurrection_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_revengedsevenfold_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_revengedsevenfold_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_revive_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_revive_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_sacrament_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_sacrament_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_samdiveve_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_samdiveve_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_sefetyzone_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_sefetyzone_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_sefetyzone_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_shapeshifting_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_shapeshifting_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_stereatrofh_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_stereatrofh_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_stoneskin_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_stoneskin_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_stormcalling_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_stormcalling_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_sunrayshand_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_sunrayshand_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_sunrayshand_shot_end.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_switchgender_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_switchgender_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_telepath_shot.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_tetmamakla_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_transform_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_transform_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_transmitprana_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_transmitprana_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_transmitprana_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_tridisaster_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_tridisaster_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_turnundead_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_turnundead_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_twistoffate_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_twistoffate_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_vashitasiddhi_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_vashitasiddhi_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_zaibas_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_zaibas_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_zalciai_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_zalciai_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_cleric_m_zombify_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_die_war_f1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_die_war_f2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_die_war_f3.wav, quality=0, fsound_loop_off
