ClassID,Circle_1,Circle_2,Circle_3,Circle_4,Circle_5,Circle_6,Circle_7,Circle_8
323,919.780212,1350,1900,2550,3345.357178,4031.879395,4525.582031,10.226929
324,919.780212,1350,1900,2550,3346.071533,4036.844482,4533.604492,10.196671
325,919.780212,1350,1900,2550,3346.726074,4041.763428,4541.589844,10.166414
326,919.780212,1350,1900,2550,3347.321533,4046.635742,4549.538086,10.136157
327,919.780212,1350,1900,2550,3347.857178,4051.461670,4557.449219,10.105900
328,919.780212,1350,1900,2550,3348.333252,4056.241211,4565.323242,10.075643
329,919.780212,1350,1900,2550,3348.750000,4060.974365,4573.160645,10.045385
330,919.780212,1350,1900,2550,3349.107178,4065.661133,4580.961426,10.015128
331,919.780212,1350,1900,2550,3349.404785,4070.301514,4588.724609,9.984872
332,919.780212,1350,1900,2550,3349.642822,4074.895508,4596.451172,9.954615
333,919.780212,1350,1900,2550,3349.821533,4079.443115,4604.140625,9.924357
334,919.780212,1350,1900,2550,3349.940430,4083.944336,4611.792969,9.894100
335,919.780212,1350,1900,2550,3350,4088.399170,4619.408691,9.863843
336,919.780212,1350,1900,2550,3350,4092.807373,4626.987305,9.833586
337,919.780212,1350,1900,2550,3350,4097.169434,4634.528809,9.803329
338,919.780212,1350,1900,2550,3350,4101.484863,4642.033203,9.773071
339,919.780212,1350,1900,2550,3350,4105.753906,4649.500977,9.742814
340,919.780212,1350,1900,2550,3350,4109.976563,4656.931641,9.712557
341,919.780212,1350,1900,2550,3350,4114.153320,4664.325195,9.682300
342,919.780212,1350,1900,2550,3350,4118.283203,4671.682129,9.652042
343,919.780212,1350,1900,2550,3350,4122.366699,4679.001953,9.621785
344,919.780212,1350,1900,2550,3350,4126.403809,4686.284668,9.591528
345,919.780212,1350,1900,2550,3350,4130.394531,4693.530273,9.561271
346,919.780212,1350,1900,2550,3350,4134.338867,4700.739258,9.531013
347,919.780212,1350,1900,2550,3350,4138.236816,4707.911133,9.500756
348,919.780212,1350,1900,2550,3350,4142.088379,4715.046387,9.470499
349,919.780212,1350,1900,2550,3350,4145.893066,4722.144043,9.440242
350,919.780212,1350,1900,2550,3350,4149.651855,4729.205078,9.409985
351,919.780212,1350,1900,2550,3350,4153.364258,4736.229004,9.379727
352,919.780212,1350,1900,2550,3350,4157.030273,4743.216309,9.349470
353,919.780212,1350,1900,2550,3350,4160.649414,4750.166504,9.319213
354,919.780212,1350,1900,2550,3350,4164.222656,4757.079590,9.288956
355,919.780212,1350,1900,2550,3350,4167.749512,4763.955566,9.258699
356,919.780212,1350,1900,2550,3350,4171.229492,4770.794922,9.228442
357,919.780212,1350,1900,2550,3350,4174.663574,4777.597168,9.198185
358,919.780212,1350,1900,2550,3350,4178.051270,4784.362305,9.167928
359,919.780212,1350,1900,2550,3350,4181.392090,4791.090332,9.137671
360,919.780212,1350,1900,2550,3350,4184.687012,4797.781738,9.107413
361,919.780212,1350,1900,2550,3350,4187.935059,4804.436035,9.077156
362,919.780212,1350,1900,2550,3350,4191.136719,4811.053711,9.046899
363,919.780212,1350,1900,2550,3350,4194.292480,4817.633789,9.016642
364,919.780212,1350,1900,2550,3350,4197.401367,4824.177246,8.986384
365,919.780212,1350,1900,2550,3350,4200.463867,4830.684082,8.956127
366,919.780212,1350,1900,2550,3350,4203.480469,4837.153320,8.925870
367,919.780212,1350,1900,2550,3350,4206.450195,4843.585938,8.895613
368,919.780212,1350,1900,2550,3350,4209.373535,4849.981445,8.865355
369,919.780212,1350,1900,2550,3350,4212.250488,4856.340332,8.835098
370,919.780212,1350,1900,2550,3350,4215.081055,4862.661621,8.804841
371,919.780212,1350,1900,2550,3350,4217.865234,4868.946289,8.774584
372,919.780212,1350,1900,2550,3350,4220.603027,4875.193848,8.744327
373,919.780212,1350,1900,2550,3350,4223.294434,4881.404785,8.714069
374,919.780212,1350,1900,2550,3350,4225.939453,4887.578613,8.683812
375,919.780212,1350,1900,2550,3350,4228.538086,4893.715332,8.653555
376,919.780212,1350,1900,2550,3350,4231.090332,4899.814941,8.623298
377,919.780212,1350,1900,2550,3350,4233.596191,4905.877930,8.593040
378,919.780212,1350,1900,2550,3350,4236.055664,4911.903809,8.562783
379,919.780212,1350,1900,2550,3350,4238.468750,4917.892578,8.532526
380,919.780212,1350,1900,2550,3350,4240.835449,4923.844727,8.502270
381,919.780212,1350,1900,2550,3350,4243.155273,4929.759766,8.472013
382,919.780212,1350,1900,2550,3350,4245.429199,4935.637695,8.441755
383,919.780212,1350,1900,2550,3350,4247.656738,4941.478516,8.411498
384,919.780212,1350,1900,2550,3350,4249.837402,4947.282715,8.381241
385,919.780212,1350,1900,2550,3350,4251.972168,4953.049805,8.350984
386,919.780212,1350,1900,2550,3350,4254.060547,4958.780273,8.320726
387,919.780212,1350,1900,2550,3350,4256.102051,4964.473145,8.290469
388,919.780212,1350,1900,2550,3350,4258.097656,4970.129395,8.260212
389,919.780212,1350,1900,2550,3350,4260.046387,4975.748535,8.229955
390,919.780212,1350,1900,2550,3350,4261.948730,4981.331055,8.199697
391,919.780212,1350,1900,2550,3350,4263.805176,4986.875977,8.169440
392,919.780212,1350,1900,2550,3350,4265.614746,4992.384277,8.139183
393,919.780212,1350,1900,2550,3350,4267.378418,4997.855957,8.108926
394,919.780212,1350,1900,2550,3350,4269.095215,5003.290039,8.078669
395,919.780212,1350,1900,2550,3350,4270.765625,5008.687500,8.048411
396,919.780212,1350,1900,2550,3350,4272.389648,5014.047852,8.018154
397,919.780212,1350,1900,2550,3350,4273.967285,5019.371582,7.987897
398,919.780212,1350,1900,2550,3350,4275.499023,5024.658203,7.957640
399,919.780212,1350,1900,2550,3350,4276.983887,5029.907715,7.927383
400,919.780212,1350,1900,2550,3350,4278.422363,5035.120117,7.897126
401,919.780212,1350,1900,2550,3350,4279.814453,5040.295898,7.866868
402,919.780212,1350,1900,2550,3350,4281.160156,5045.434570,7.836611
403,919.780212,1350,1900,2550,3350,4282.459473,5050.536133,7.806354
404,919.780212,1350,1900,2550,3350,4283.712402,5055.600586,7.776097
405,919.780212,1350,1900,2550,3350,4284.918945,5060.628418,7.745840
406,919.780212,1350,1900,2550,3350,4286.079102,5065.619141,7.715582
407,919.780212,1350,1900,2550,3350,4287.192383,5070.573242,7.685325
408,919.780212,1350,1900,2550,3350,4288.259766,5075.489746,7.655068
409,919.780212,1350,1900,2550,3350,4289.280762,5080.369629,7.624811
410,919.780212,1350,1900,2550,3350,4290.255371,5085.212402,7.594553
411,919.780212,1350,1900,2550,3350,4291.183105,5090.018555,7.564297
412,919.780212,1350,1900,2550,3350,4292.064941,5094.787598,7.534039
413,919.780212,1350,1900,2550,3350,4292.900391,5099.519531,7.503782
414,919.780212,1350,1900,2550,3350,4293.688965,5104.214355,7.473525
415,919.780212,1350,1900,2550,3350,4294.431641,5108.872559,7.443268
416,919.780212,1350,1900,2550,3350,4295.127441,5113.493652,7.413011
417,919.780212,1350,1900,2550,3350,4295.777344,5118.077637,7.382753
418,919.780212,1350,1900,2550,3350,4296.380371,5122.625000,7.352496
419,919.780212,1350,1900,2550,3350,4296.937500,5127.134766,7.322239
420,919.780212,1350,1900,2550,3350,4297.447754,5131.607910,7.291982
421,919.780212,1350,1900,2550,3350,4297.911621,5136.044434,7.261724
422,919.780212,1350,1900,2550,3350,4298.329590,5140.443848,7.231467
423,919.780212,1350,1900,2550,3350,4298.700684,5144.806152,7.201210
424,919.780212,1350,1900,2550,3350,4299.025391,5149.131348,7.170953
425,919.780212,1350,1900,2550,3350,4299.303711,5153.419434,7.140696
426,919.780212,1350,1900,2550,3350,4299.536133,5157.670898,7.110439
427,919.780212,1350,1900,2550,3350,4299.721680,5161.885254,7.080182
428,919.780212,1350,1900,2550,3350,4299.860840,5166.062988,7.049924
429,919.780212,1350,1900,2550,3350,4299.953613,5170.203125,7.019667
430,919.780212,1350,1900,2550,3350,4300,5174.306641,6.989410
431,919.780212,1350,1900,2550,3350,4300,5178.373535,6.959153
432,919.780212,1350,1900,2550,3350,4300,5182.402832,6.928895
433,919.780212,1350,1900,2550,3350,4300,5186.395508,6.898638
434,919.780212,1350,1900,2550,3350,4300,5190.351074,6.868381
435,919.780212,1350,1900,2550,3350,4300,5194.270020,6.838124
436,919.780212,1350,1900,2550,3350,4300,5198.151367,6.807867
437,919.780212,1350,1900,2550,3350,4300,5201.996094,6.777610
438,919.780212,1350,1900,2550,3350,4300,5205.804199,6.747353
439,919.780212,1350,1900,2550,3350,4300,5209.574707,6.717095
440,919.780212,1350,1900,2550,3350,4300,5213.308594,6.686838
441,919.780212,1350,1900,2550,3350,4300,5217.005371,6.656581
442,919.780212,1350,1900,2550,3350,4300,5220.665527,6.626324
443,919.780212,1350,1900,2550,3350,4300,5224.288574,6.596066
444,919.780212,1350,1900,2550,3350,4300,5227.874512,6.565809
445,919.780212,1350,1900,2550,3350,4300,5231.423340,6.535552
446,919.780212,1350,1900,2550,3350,4300,5234.935547,6.505295
447,919.780212,1350,1900,2550,3350,4300,5238.410156,6.475038
448,919.780212,1350,1900,2550,3350,4300,5241.848633,6.444781
449,919.780212,1350,1900,2550,3350,4300,5245.249512,6.414524
450,919.780212,1350,1900,2550,3350,4300,5248.613770,6.384266
451,919.780212,1350,1900,2550,3350,4300,5251.940918,6.354009
452,919.780212,1350,1900,2550,3350,4300,5255.230957,6.323752
453,919.780212,1350,1900,2550,3350,4300,5258.484375,6.293495
454,919.780212,1350,1900,2550,3350,4300,5261.700684,6.263237
455,919.780212,1350,1900,2550,3350,4300,5264.879883,6.232980
456,919.780212,1350,1900,2550,3350,4300,5268.021973,6.202723
457,919.780212,1350,1900,2550,3350,4300,5271.127441,6.172466
458,919.780212,1350,1900,2550,3350,4300,5274.195801,6.142209
459,919.780212,1350,1900,2550,3350,4300,5277.227539,6.111951
460,919.780212,1350,1900,2550,3350,4300,5280.221680,6.081695
461,919.780212,1350,1900,2550,3350,4300,5283.179199,6.051437
462,919.780212,1350,1900,2550,3350,4300,5286.099609,6.021180
463,919.780212,1350,1900,2550,3350,4300,5288.983398,5.990923
464,919.780212,1350,1900,2550,3350,4300,5291.830078,5.960666
465,919.780212,1350,1900,2550,3350,4300,5294.639648,5.930408
466,919.780212,1350,1900,2550,3350,4300,5297.412109,5.900151
467,919.780212,1350,1900,2550,3350,4300,5300.147949,5.869894
468,919.780212,1350,1900,2550,3350,4300,5302.846680,5.839637
469,919.780212,1350,1900,2550,3350,4300,5305.508301,5.809380
470,919.780212,1350,1900,2550,3350,4300,5308.133301,5.779122
471,919.780212,1350,1900,2550,3350,4300,5310.720703,5.748865
472,919.780212,1350,1900,2550,3350,4300,5313.271484,5.718608
473,919.780212,1350,1900,2550,3350,4300,5315.785645,5.688351
474,919.780212,1350,1900,2550,3350,4300,5318.262695,5.658094
475,919.780212,1350,1900,2550,3350,4300,5320.702637,5.627837
476,919.780212,1350,1900,2550,3350,4300,5323.105469,5.597579
477,919.780212,1350,1900,2550,3350,4300,5325.471191,5.567322
478,919.780212,1350,1900,2550,3350,4300,5327.800293,5.537065
479,919.780212,1350,1900,2550,3350,4300,5330.092285,5.506808
480,919.780212,1350,1900,2550,3350,4300,5332.347656,5.476551
481,919.780212,1350,1900,2550,3350,4300,5334.565430,5.446293
482,919.780212,1350,1900,2550,3350,4300,5336.746582,5.416036
483,919.780212,1350,1900,2550,3350,4300,5338.891113,5.385779
484,919.780212,1350,1900,2550,3350,4300,5340.998047,5.355522
485,919.780212,1350,1900,2550,3350,4300,5343.068359,5.325265
486,919.780212,1350,1900,2550,3350,4300,5345.101563,5.295008
487,919.780212,1350,1900,2550,3350,4300,5347.098145,5.264750
488,919.780212,1350,1900,2550,3350,4300,5349.057129,5.234493
489,919.780212,1350,1900,2550,3350,4300,5350.979492,5.204236
490,919.780212,1350,1900,2550,3350,4300,5352.865234,5.173979
491,919.780212,1350,1900,2550,3350,4300,5354.713379,5.143722
492,919.780212,1350,1900,2550,3350,4300,5356.524902,5.113464
493,919.780212,1350,1900,2550,3350,4300,5358.299316,5.083207
494,919.780212,1350,1900,2550,3350,4300,5360.037109,5.052950
495,919.780212,1350,1900,2550,3350,4300,5361.737305,5.022693
496,919.780212,1350,1900,2550,3350,4300,5363.400879,4.992436
497,919.780212,1350,1900,2550,3350,4300,5365.027832,4.962179
498,919.780212,1350,1900,2550,3350,4300,5366.617188,4.931921
499,919.780212,1350,1900,2550,3350,4300,5368.169922,4.901664
500,919.780212,1350,1900,2550,3350,4300,5369.685547,4.871407
501,919.780212,1350,1900,2550,3350,4300,5371.164551,4.841150
502,919.780212,1350,1900,2550,3350,4300,5372.606445,4.810893
503,919.780212,1350,1900,2550,3350,4300,5374.011230,4.780635
504,919.780212,1350,1900,2550,3350,4300,5375.378906,4.750378
505,919.780212,1350,1900,2550,3350,4300,5376.709961,4.720121
506,919.780212,1350,1900,2550,3350,4300,5378.003906,4.689864
507,919.780212,1350,1900,2550,3350,4300,5379.260742,4.659606
508,919.780212,1350,1900,2550,3350,4300,5380.480469,4.629350
509,919.780212,1350,1900,2550,3350,4300,5381.663574,4.599092
510,919.780212,1350,1900,2550,3350,4300,5382.809570,4.568835
511,919.780212,1350,1900,2550,3350,4300,5383.918457,4.538578
512,919.780212,1350,1900,2550,3350,4300,5384.990723,4.508321
513,919.780212,1350,1900,2550,3350,4300,5386.025879,4.478064
514,919.780212,1350,1900,2550,3350,4300,5387.023926,4.447806
515,919.780212,1350,1900,2550,3350,4300,5387.985352,4.417549
516,919.780212,1350,1900,2550,3350,4300,5388.909668,4.387292
517,919.780212,1350,1900,2550,3350,4300,5389.796875,4.357035
518,919.780212,1350,1900,2550,3350,4300,5390.646973,4.326777
519,919.780212,1350,1900,2550,3350,4300,5391.460449,4.296520
520,919.780212,1350,1900,2550,3350,4300,5392.236816,4.266263
521,919.780212,1350,1900,2550,3350,4300,5392.976074,4.236006
522,919.780212,1350,1900,2550,3350,4300,5393.678223,4.205749
523,919.780212,1350,1900,2550,3350,4300,5394.343750,4.175492
524,919.780212,1350,1900,2550,3350,4300,5394.972168,4.145235
525,919.780212,1350,1900,2550,3350,4300,5395.563965,4.114977
526,919.780212,1350,1900,2550,3350,4300,5396.118164,4.084720
527,919.780212,1350,1900,2550,3350,4300,5396.635742,4.054463
528,919.780212,1350,1900,2550,3350,4300,5397.116211,4.024206
529,919.780212,1350,1900,2550,3350,4300,5397.560059,3.993948
530,919.780212,1350,1900,2550,3350,4300,5397.966797,3.963691
531,919.780212,1350,1900,2550,3350,4300,5398.336426,3.933434
532,919.780212,1350,1900,2550,3350,4300,5398.668945,3.903177
533,919.780212,1350,1900,2550,3350,4300,5398.964844,3.872920
534,919.780212,1350,1900,2550,3350,4300,5399.223633,3.842663
535,919.780212,1350,1900,2550,3350,4300,5399.445313,3.812405
536,919.780212,1350,1900,2550,3350,4300,5399.630371,3.782148
537,919.780212,1350,1900,2550,3350,4300,5399.778320,3.751891
538,919.780212,1350,1900,2550,3350,4300,5399.889160,3.721634
539,919.780212,1350,1900,2550,3350,4300,5399.962891,3.691377
540,919.780212,1350,1900,2550,3350,4300,5400,3.661119
541,919.780212,1350,1900,2550,3350,4300,5400,3.630862
542,919.780212,1350,1900,2550,3350,4300,5400,3.600605
543,919.780212,1350,1900,2550,3350,4300,5400,3.570348
544,919.780212,1350,1900,2550,3350,4300,5400,3.540091
545,919.780212,1350,1900,2550,3350,4300,5400,3.509834
546,919.780212,1350,1900,2550,3350,4300,5400,3.479576
547,919.780212,1350,1900,2550,3350,4300,5400,3.449319
548,919.780212,1350,1900,2550,3350,4300,5400,3.419062
549,919.780212,1350,1900,2550,3350,4300,5400,3.388805
550,919.780212,1350,1900,2550,3350,4300,5400,3.358548
551,919.780212,1350,1900,2550,3350,4300,5400,3.328290
552,919.780212,1350,1900,2550,3350,4300,5400,3.298033
553,919.780212,1350,1900,2550,3350,4300,5400,3.267776
554,919.780212,1350,1900,2550,3350,4300,5400,3.237519
555,919.780212,1350,1900,2550,3350,4300,5400,3.207262
556,919.780212,1350,1900,2550,3350,4300,5400,3.177005
557,919.780212,1350,1900,2550,3350,4300,5400,3.146747
558,919.780212,1350,1900,2550,3350,4300,5400,3.116490
559,919.780212,1350,1900,2550,3350,4300,5400,3.086233
560,919.780212,1350,1900,2550,3350,4300,5400,3.055976
561,919.780212,1350,1900,2550,3350,4300,5400,3.025719
562,919.780212,1350,1900,2550,3350,4300,5400,2.995461
563,919.780212,1350,1900,2550,3350,4300,5400,2.965204
564,919.780212,1350,1900,2550,3350,4300,5400,2.934947
565,919.780212,1350,1900,2550,3350,4300,5400,2.904690
566,919.780212,1350,1900,2550,3350,4300,5400,2.874433
567,919.780212,1350,1900,2550,3350,4300,5400,2.844176
568,919.780212,1350,1900,2550,3350,4300,5400,2.813918
569,919.780212,1350,1900,2550,3350,4300,5400,2.783661
570,919.780212,1350,1900,2550,3350,4300,5400,2.753404
571,919.780212,1350,1900,2550,3350,4300,5400,2.723147
572,919.780212,1350,1900,2550,3350,4300,5400,2.692889
573,919.780212,1350,1900,2550,3350,4300,5400,2.662632
574,919.780212,1350,1900,2550,3350,4300,5400,2.632375
575,919.780212,1350,1900,2550,3350,4300,5400,2.602118
576,919.780212,1350,1900,2550,3350,4300,5400,2.571861
577,919.780212,1350,1900,2550,3350,4300,5400,2.541604
578,919.780212,1350,1900,2550,3350,4300,5400,2.511346
579,919.780212,1350,1900,2550,3350,4300,5400,2.481089
580,919.780212,1350,1900,2550,3350,4300,5400,2.450832
581,919.780212,1350,1900,2550,3350,4300,5400,2.420575
582,919.780212,1350,1900,2550,3350,4300,5400,2.390318
583,919.780212,1350,1900,2550,3350,4300,5400,2.360060
584,919.780212,1350,1900,2550,3350,4300,5400,2.329803
585,919.780212,1350,1900,2550,3350,4300,5400,2.299546
586,919.780212,1350,1900,2550,3350,4300,5400,2.269289
587,919.780212,1350,1900,2550,3350,4300,5400,2.239032
588,919.780212,1350,1900,2550,3350,4300,5400,2.208775
589,919.780212,1350,1900,2550,3350,4300,5400,2.178517
590,919.780212,1350,1900,2550,3350,4300,5400,2.148260
591,919.780212,1350,1900,2550,3350,4300,5400,2.118003
592,919.780212,1350,1900,2550,3350,4300,5400,2.087746
593,919.780212,1350,1900,2550,3350,4300,5400,2.057489
594,919.780212,1350,1900,2550,3350,4300,5400,2.027231
595,919.780212,1350,1900,2550,3350,4300,5400,1.996974
596,919.780212,1350,1900,2550,3350,4300,5400,1.966717
597,919.780212,1350,1900,2550,3350,4300,5400,1.936460
598,919.780212,1350,1900,2550,3350,4300,5400,1.906203
599,919.780212,1350,1900,2550,3350,4300,5400,1.875946
600,919.780212,1350,1900,2550,3350,4300,5400,1.845688
601,919.780212,1350,1900,2550,3350,4300,5400,1.815431
602,919.780212,1350,1900,2550,3350,4300,5400,1.785174
603,919.780212,1350,1900,2550,3350,4300,5400,1.754917
604,919.780212,1350,1900,2550,3350,4300,5400,1.724660
605,919.780212,1350,1900,2550,3350,4300,5400,1.694402
606,919.780212,1350,1900,2550,3350,4300,5400,1.664145
607,919.780212,1350,1900,2550,3350,4300,5400,1.633888
608,919.780212,1350,1900,2550,3350,4300,5400,1.603631
609,919.780212,1350,1900,2550,3350,4300,5400,1.573374
610,919.780212,1350,1900,2550,3350,4300,5400,1.543116
611,919.780212,1350,1900,2550,3350,4300,5400,1.512859
612,919.780212,1350,1900,2550,3350,4300,5400,1.482602
613,919.780212,1350,1900,2550,3350,4300,5400,1.452345
614,919.780212,1350,1900,2550,3350,4300,5400,1.422088
615,919.780212,1350,1900,2550,3350,4300,5400,1.391831
616,919.780212,1350,1900,2550,3350,4300,5400,1.361573
617,919.780212,1350,1900,2550,3350,4300,5400,1.331316
618,919.780212,1350,1900,2550,3350,4300,5400,1.301059
619,919.780212,1350,1900,2550,3350,4300,5400,1.270802
620,919.780212,1350,1900,2550,3350,4300,5400,1.240545
621,919.780212,1350,1900,2550,3350,4300,5400,1.210287
622,919.780212,1350,1900,2550,3350,4300,5400,1.180030
623,919.780212,1350,1900,2550,3350,4300,5400,1.149773
624,919.780212,1350,1900,2550,3350,4300,5400,1.119516
625,919.780212,1350,1900,2550,3350,4300,5400,1.089259
626,919.780212,1350,1900,2550,3350,4300,5400,1.059002
627,919.780212,1350,1900,2550,3350,4300,5400,1.028744
628,919.780212,1350,1900,2550,3350,4300,5400,0.998487
629,919.780212,1350,1900,2550,3350,4300,5400,0.968230
630,919.780212,1350,1900,2550,3350,4300,5400,0.937973
631,919.780212,1350,1900,2550,3350,4300,5400,0.907716
632,919.780212,1350,1900,2550,3350,4300,5400,0.877458
633,919.780212,1350,1900,2550,3350,4300,5400,0.847201
634,919.780212,1350,1900,2550,3350,4300,5400,0.816944
635,919.780212,1350,1900,2550,3350,4300,5400,0.786687
636,919.780212,1350,1900,2550,3350,4300,5400,0.756430
637,919.780212,1350,1900,2550,3350,4300,5400,0.726172
638,919.780212,1350,1900,2550,3350,4300,5400,0.695915
639,919.780212,1350,1900,2550,3350,4300,5400,0.665658
640,919.780212,1350,1900,2550,3350,4300,5400,0.635401
641,919.780212,1350,1900,2550,3350,4300,5400,0.605144
642,919.780212,1350,1900,2550,3350,4300,5400,0.574887
643,919.780212,1350,1900,2550,3350,4300,5400,0.544629
644,919.780212,1350,1900,2550,3350,4300,5400,0.514372
645,919.780212,1350,1900,2550,3350,4300,5400,0.484115
646,919.780212,1350,1900,2550,3350,4300,5400,0.453858
647,919.780212,1350,1900,2550,3350,4300,5400,0.423601
648,919.780212,1350,1900,2550,3350,4300,5400,0.393343
649,919.780212,1350,1900,2550,3350,4300,5400,0.363086
650,919.780212,1350,1900,2550,3350,4300,5400,0.332829
651,919.780212,1350,1900,2550,3350,4300,5400,0.302572
652,919.780212,1350,1900,2550,3350,4300,5400,0.272315
653,919.780212,1350,1900,2550,3350,4300,5400,0.242057
654,919.780212,1350,1900,2550,3350,4300,5400,0.211800
655,919.780212,1350,1900,2550,3350,4300,5400,0.181543
656,919.780212,1350,1900,2550,3350,4300,5400,0.151286
657,919.780212,1350,1900,2550,3350,4300,5400,0.121029
658,919.780212,1350,1900,2550,3350,4300,5400,0.090772
659,919.780212,1350,1900,2550,3350,4300,5400,0.060514
660,919.780212,1350,1900,2550,3350,4300,5400,0.030257
661,919.780212,1350,1900,2550,3350,4300,5400,0
662,919.780212,1350,1900,2550,3350,4300,5400,0
663,919.780212,1350,1900,2550,3350,4300,5400,0
664,919.780212,1350,1900,2550,3350,4300,5400,0
665,919.780212,1350,1900,2550,3350,4300,5400,0
666,919.780212,1350,1900,2550,3350,4300,5400,0
667,919.780212,1350,1900,2550,3350,4300,5400,0
668,919.780212,1350,1900,2550,3350,4300,5400,0
669,919.780212,1350,1900,2550,3350,4300,5400,0
670,919.780212,1350,1900,2550,3350,4300,5400,0
671,919.780212,1350,1900,2550,3350,4300,5400,0
672,919.780212,1350,1900,2550,3350,4300,5400,0
673,919.780212,1350,1900,2550,3350,4300,5400,0
674,919.780212,1350,1900,2550,3350,4300,5400,0
675,919.780212,1350,1900,2550,3350,4300,5400,0
676,919.780212,1350,1900,2550,3350,4300,5400,0
677,919.780212,1350,1900,2550,3350,4300,5400,0
678,919.780212,1350,1900,2550,3350,4300,5400,0
679,919.780212,1350,1900,2550,3350,4300,5400,0
680,919.780212,1350,1900,2550,3350,4300,5400,0
681,919.780212,1350,1900,2550,3350,4300,5400,0
682,919.780212,1350,1900,2550,3350,4300,5400,0
683,919.780212,1350,1900,2550,3350,4300,5400,0
684,919.780212,1350,1900,2550,3350,4300,5400,0
685,919.780212,1350,1900,2550,3350,4300,5400,0
686,919.780212,1350,1900,2550,3350,4300,5400,0
687,919.780212,1350,1900,2550,3350,4300,5400,0
688,919.780212,1350,1900,2550,3350,4300,5400,0
689,919.780212,1350,1900,2550,3350,4300,5400,0
690,919.780212,1350,1900,2550,3350,4300,5400,0
691,919.780212,1350,1900,2550,3350,4300,5400,0
692,919.780212,1350,1900,2550,3350,4300,5400,0
693,919.780212,1350,1900,2550,3350,4300,5400,0
694,919.780212,1350,1900,2550,3350,4300,5400,0
695,919.780212,1350,1900,2550,3350,4300,5400,0
696,919.780212,1350,1900,2550,3350,4300,5400,0
697,919.780212,1350,1900,2550,3350,4300,5400,0
698,919.780212,1350,1900,2550,3350,4300,5400,0
699,919.780212,1350,1900,2550,3350,4300,5400,0
700,919.780212,1350,1900,2550,3350,4300,5400,0
701,919.780212,1350,1900,2550,3350,4300,5400,0
702,919.780212,1350,1900,2550,3350,4300,5400,0
703,919.780212,1350,1900,2550,3350,4300,5400,0
704,919.780212,1350,1900,2550,3350,4300,5400,0
705,919.780212,1350,1900,2550,3350,4300,5400,0
706,919.780212,1350,1900,2550,3350,4300,5400,0
707,919.780212,1350,1900,2550,3350,4300,5400,0
708,919.780212,1350,1900,2550,3350,4300,5400,0
709,919.780212,1350,1900,2550,3350,4300,5400,0
710,919.780212,1350,1900,2550,3350,4300,5400,0
711,919.780212,1350,1900,2550,3350,4300,5400,0
712,919.780212,1350,1900,2550,3350,4300,5400,0
713,919.780212,1350,1900,2550,3350,4300,5400,0
714,919.780212,1350,1900,2550,3350,4300,5400,0
715,919.780212,1350,1900,2550,3350,4300,5400,0
716,919.780212,1350,1900,2550,3350,4300,5400,0
717,919.780212,1350,1900,2550,3350,4300,5400,0
718,919.780212,1350,1900,2550,3350,4300,5400,0
719,919.780212,1350,1900,2550,3350,4300,5400,0
720,919.780212,1350,1900,2550,3350,4300,5400,0
721,919.780212,1350,1900,2550,3350,4300,5400,0
722,919.780212,1350,1900,2550,3350,4300,5400,0
723,919.780212,1350,1900,2550,3350,4300,5400,0
724,919.780212,1350,1900,2550,3350,4300,5400,0
725,919.780212,1350,1900,2550,3350,4300,5400,0
726,919.780212,1350,1900,2550,3350,4300,5400,0
727,919.780212,1350,1900,2550,3350,4300,5400,0
728,919.780212,1350,1900,2550,3350,4300,5400,0
729,919.780212,1350,1900,2550,3350,4300,5400,0
730,919.780212,1350,1900,2550,3350,4300,5400,0
731,919.780212,1350,1900,2550,3350,4300,5400,0
732,919.780212,1350,1900,2550,3350,4300,5400,0
733,919.780212,1350,1900,2550,3350,4300,5400,0
734,919.780212,1350,1900,2550,3350,4300,5400,0
735,919.780212,1350,1900,2550,3350,4300,5400,0
736,919.780212,1350,1900,2550,3350,4300,5400,0
737,919.780212,1350,1900,2550,3350,4300,5400,0
738,919.780212,1350,1900,2550,3350,4300,5400,0
739,919.780212,1350,1900,2550,3350,4300,5400,0
740,919.780212,1350,1900,2550,3350,4300,5400,0
741,919.780212,1350,1900,2550,3350,4300,5400,0
742,919.780212,1350,1900,2550,3350,4300,5400,0
743,919.780212,1350,1900,2550,3350,4300,5400,0
744,919.780212,1350,1900,2550,3350,4300,5400,0
745,919.780212,1350,1900,2550,3350,4300,5400,0
746,919.780212,1350,1900,2550,3350,4300,5400,0
747,919.780212,1350,1900,2550,3350,4300,5400,0
748,919.780212,1350,1900,2550,3350,4300,5400,0
749,919.780212,1350,1900,2550,3350,4300,5400,0
750,919.780212,1350,1900,2550,3350,4300,5400,0
751,919.780212,1350,1900,2550,3350,4300,5400,0
752,919.780212,1350,1900,2550,3350,4300,5400,0
753,919.780212,1350,1900,2550,3350,4300,5400,0
754,919.780212,1350,1900,2550,3350,4300,5400,0
755,919.780212,1350,1900,2550,3350,4300,5400,0
756,919.780212,1350,1900,2550,3350,4300,5400,0
757,919.780212,1350,1900,2550,3350,4300,5400,0
758,919.780212,1350,1900,2550,3350,4300,5400,0
759,919.780212,1350,1900,2550,3350,4300,5400,0
760,919.780212,1350,1900,2550,3350,4300,5400,0
761,919.780212,1350,1900,2550,3350,4300,5400,0
762,919.780212,1350,1900,2550,3350,4300,5400,0
763,919.780212,1350,1900,2550,3350,4300,5400,0
