ClassID,DEF_PANTS,DEF_GLOVES,DEF_BOOTS,DEF_LH,DEF_SHIRT
1146,596,298,298,447,597
1147,596,298,298,447,597
1148,597,298,298,448,598
1149,597,298,298,448,598
1150,598,299,299,448,599
1151,598,299,299,449,599
1152,599,299,299,449,600
1153,600,300,300,450,600
1154,600,300,300,450,601
1155,601,300,300,450,602
1156,601,300,300,451,602
1157,602,301,301,451,603
1158,602,301,301,452,603
1159,603,301,301,452,604
1160,603,301,301,452,604
1161,604,302,302,453,605
1162,604,302,302,453,605
1163,605,302,302,454,606
1164,605,302,302,454,606
1165,606,303,303,454,607
1166,606,303,303,455,607
1167,607,303,303,455,608
1168,608,304,304,456,608
1169,608,304,304,456,609
1170,609,304,304,456,610
1171,609,304,304,457,610
1172,610,305,305,457,611
1173,610,305,305,458,611
1174,611,305,305,458,612
1175,611,305,305,458,612
1176,612,306,306,459,613
1177,612,306,306,459,613
1178,613,306,306,460,614
1179,613,306,306,460,614
1180,614,307,307,460,615
1181,614,307,307,461,615
1182,615,307,307,461,616
1183,616,308,308,462,616
1184,616,308,308,462,617
1185,617,308,308,462,618
1186,617,308,308,463,618
1187,618,309,309,463,619
1188,618,309,309,464,619
1189,619,309,309,464,620
1190,619,309,309,464,620
1191,620,310,310,465,621
1192,620,310,310,465,621
1193,621,310,310,466,622
1194,621,310,310,466,622
1195,622,311,311,466,623
1196,622,311,311,467,623
1197,623,311,311,467,624
1198,624,312,312,468,624
1199,624,312,312,468,625
1200,625,312,312,468,626
1201,625,312,312,469,626
1202,626,313,313,469,627
1203,626,313,313,470,627
1204,627,313,313,470,628
1205,627,313,313,470,628
1206,628,314,314,471,629
1207,628,314,314,471,629
1208,629,314,314,472,630
1209,629,314,314,472,630
1210,630,315,315,472,631
1211,630,315,315,473,631
1212,631,315,315,473,632
1213,632,316,316,474,632
1214,632,316,316,474,633
1215,633,316,316,474,634
1216,633,316,316,475,634
1217,634,317,317,475,635
1218,634,317,317,476,635
1219,635,317,317,476,636
1220,635,317,317,476,636
1221,636,318,318,477,637
1222,636,318,318,477,637
1223,637,318,318,478,638
1224,637,318,318,478,638
1225,638,319,319,478,639
1226,638,319,319,479,639
1227,639,319,319,479,640
1228,640,320,320,480,640
1229,640,320,320,480,641
1230,641,320,320,480,642
1231,641,320,320,481,642
1232,642,321,321,481,643
1233,642,321,321,482,643
1234,643,321,321,482,644
1235,643,321,321,482,644
1236,644,322,322,483,645
1237,644,322,322,483,645
1238,645,322,322,484,646
1239,645,322,322,484,646
1240,646,323,323,484,647
1241,646,323,323,485,647
1242,647,323,323,485,648
1243,648,324,324,486,648
1244,648,324,324,486,649
1245,649,324,324,486,650
1246,649,324,324,487,650
1247,650,325,325,487,651
1248,650,325,325,488,651
1249,651,325,325,488,652
1250,651,325,325,488,652
1251,652,326,326,489,653
1252,652,326,326,489,653
1253,653,326,326,490,654
1254,653,326,326,490,654
1255,654,327,327,490,655
1256,654,327,327,491,655
1257,655,327,327,491,656
1258,656,328,328,492,656
1259,656,328,328,492,657
1260,657,328,328,492,658
1261,657,328,328,493,658
1262,658,329,329,493,659
1263,658,329,329,494,659
1264,659,329,329,494,660
1265,659,329,329,494,660
1266,660,330,330,495,661
1267,660,330,330,495,661
1268,661,330,330,496,662
1269,661,330,330,496,662
1270,662,331,331,496,663
1271,662,331,331,497,663
1272,663,331,331,497,664
1273,664,332,332,498,664
1274,664,332,332,498,665
1275,665,332,332,498,666
1276,665,332,332,499,666
1277,666,333,333,499,667
1278,666,333,333,500,667
1279,667,333,333,500,668
1280,667,333,333,500,668
1281,668,334,334,501,669
1282,668,334,334,501,669
1283,669,334,334,502,670
1284,669,334,334,502,670
1285,670,335,335,502,671
1286,670,335,335,503,671
1287,671,335,335,503,672
1288,672,336,336,504,672
1289,672,336,336,504,673
1290,673,336,336,504,674
1291,673,336,336,505,674
1292,674,337,337,505,675
1293,674,337,337,506,675
1294,675,337,337,506,676
1295,675,337,337,506,676
1296,676,338,338,507,677
1297,676,338,338,507,677
1298,677,338,338,508,678
1299,677,338,338,508,678
1300,678,339,339,508,679
1301,678,339,339,509,679
1302,679,339,339,509,680
1303,680,340,340,510,680
1304,680,340,340,510,681
1305,681,340,340,510,682
1306,681,340,340,511,682
1307,682,341,341,511,683
1308,682,341,341,512,683
1309,683,341,341,512,684
1310,683,341,341,512,684
1311,684,342,342,513,685
1312,684,342,342,513,685
1313,685,342,342,514,686
1314,685,342,342,514,686
1315,686,343,343,514,687
1316,686,343,343,515,687
1317,687,343,343,515,688
1318,688,344,344,516,688
1319,688,344,344,516,689
1320,689,344,344,516,690
1321,689,344,344,517,690
1322,690,345,345,517,691
1323,690,345,345,518,691
1324,691,345,345,518,692
1325,691,345,345,518,692
1326,692,346,346,519,693
1327,692,346,346,519,693
1328,693,346,346,520,694
1329,693,346,346,520,694
1330,694,347,347,520,695
1331,694,347,347,521,695
1332,695,347,347,521,696
1333,696,348,348,522,696
1334,696,348,348,522,697
1335,697,348,348,522,698
1336,697,348,348,523,698
1337,698,349,349,523,699
1338,698,349,349,524,699
1339,699,349,349,524,700
1340,699,349,349,524,700
1341,700,350,350,525,701
1342,700,350,350,525,701
1343,701,350,350,526,702
1344,701,350,350,526,702
1345,702,351,351,526,703
1346,702,351,351,527,703
1347,703,351,351,527,704
1348,704,352,352,528,704
1349,704,352,352,528,705
1350,705,352,352,528,706
1351,705,352,352,529,706
1352,706,353,353,529,707
1353,706,353,353,530,707
1354,707,353,353,530,708
1355,707,353,353,530,708
1356,708,354,354,531,709
1357,708,354,354,531,709
1358,709,354,354,532,710
1359,709,354,354,532,710
1360,710,355,355,532,711
1361,710,355,355,533,711
1362,711,355,355,533,712
1363,712,356,356,534,712
1364,712,356,356,534,713
1365,713,356,356,534,714
1366,713,356,356,535,714
1367,714,357,357,535,715
1368,714,357,357,536,715
1369,715,357,357,536,716
1370,715,357,357,536,716
1371,716,358,358,537,717
1372,716,358,358,537,717
1373,717,358,358,538,718
1374,717,358,358,538,718
1375,718,359,359,538,719
1376,718,359,359,539,719
1377,719,359,359,539,720
1378,720,360,360,540,720
1379,720,360,360,540,721
1380,721,360,360,540,722
1381,721,360,360,541,722
1382,722,361,361,541,723
1383,722,361,361,542,723
1384,723,361,361,542,724
1385,723,361,361,542,724
1386,724,362,362,543,725
1387,724,362,362,543,725
1388,725,362,362,544,726
1389,725,362,362,544,726
1390,726,363,363,544,727
1391,726,363,363,545,727
1392,727,363,363,545,728
1393,728,364,364,546,728
1394,728,364,364,546,729
1395,729,364,364,546,730
1396,729,364,364,547,730
1397,730,365,365,547,731
1398,730,365,365,548,731
1399,731,365,365,548,732
1400,731,365,365,548,732
1401,732,366,366,549,733
1402,732,366,366,549,733
1403,733,366,366,550,734
1404,733,366,366,550,734
1405,734,367,367,550,735
1406,734,367,367,551,735
1407,735,367,367,551,736
1408,736,368,368,552,736
1409,736,368,368,552,737
1410,737,368,368,552,738
1411,737,368,368,553,738
1412,738,369,369,553,739
1413,738,369,369,554,739
1414,739,369,369,554,740
1415,739,369,369,554,740
1416,740,370,370,555,741
1417,740,370,370,555,741
1418,741,370,370,556,742
1419,741,370,370,556,742
1420,742,371,371,556,743
1421,742,371,371,557,743
1422,743,371,371,557,744
1423,744,372,372,558,744
1424,744,372,372,558,745
1425,745,372,372,558,746
1426,745,372,372,559,746
1427,746,373,373,559,747
1428,746,373,373,560,747
1429,747,373,373,560,748
1430,747,373,373,560,748
1431,748,374,374,561,749
1432,748,374,374,561,749
1433,749,374,374,562,750
1434,749,374,374,562,750
1435,750,375,375,562,751
1436,750,375,375,563,751
1437,751,375,375,563,752
1438,752,376,376,564,752
1439,752,376,376,564,753
1440,753,376,376,564,754
1441,753,376,376,565,754
1442,754,377,377,565,755
1443,754,377,377,566,755
1444,755,377,377,566,756
1445,755,377,377,566,756
1446,756,378,378,567,757
1447,756,378,378,567,757
1448,757,378,378,568,758
1449,757,378,378,568,758
1450,758,379,379,568,759
1451,758,379,379,569,759
1452,759,379,379,569,760
1453,760,380,380,570,760
1454,760,380,380,570,761
1455,761,380,380,570,762
1456,761,380,380,571,762
1457,762,381,381,571,763
1458,762,381,381,572,763
1459,763,381,381,572,764
1460,763,381,381,572,764
1461,764,382,382,573,765
1462,764,382,382,573,765
1463,765,382,382,574,766
1464,765,382,382,574,766
1465,766,383,383,574,767
1466,766,383,383,575,767
1467,767,383,383,575,768
1468,768,384,384,576,768
1469,768,384,384,576,769
1470,769,384,384,576,770
1471,769,384,384,577,770
1472,770,385,385,577,771
1473,770,385,385,578,771
1474,771,385,385,578,772
1475,771,385,385,578,772
1476,772,386,386,579,773
1477,772,386,386,579,773
1478,773,386,386,580,774
1479,773,386,386,580,774
1480,774,387,387,580,775
1481,774,387,387,581,775
1482,775,387,387,581,776
1483,776,388,388,582,776
1484,776,388,388,582,777
1485,777,388,388,582,778
1486,777,388,388,583,778
1487,778,389,389,583,779
1488,778,389,389,584,779
1489,779,389,389,584,780
1490,779,389,389,584,780
1491,780,390,390,585,781
1492,780,390,390,585,781
1493,781,390,390,586,782
1494,781,390,390,586,782
1495,782,391,391,586,783
1496,782,391,391,587,783
1497,783,391,391,587,784
1498,784,392,392,588,784
1499,784,392,392,588,785
1500,785,392,392,588,786
1501,785,392,392,589,786
1502,786,393,393,589,787
1503,786,393,393,590,787
1504,787,393,393,590,788
1505,787,393,393,590,788
1506,788,394,394,591,789
1507,788,394,394,591,789
1508,789,394,394,592,790
1509,789,394,394,592,790
1510,790,395,395,592,791
1511,790,395,395,593,791
1512,791,395,395,593,792
1513,792,396,396,594,792
1514,792,396,396,594,793
1515,793,396,396,594,794
1516,793,396,396,595,794
1517,794,397,397,595,795
1518,794,397,397,596,795
1519,795,397,397,596,796
1520,795,397,397,596,796
1521,796,398,398,597,797
1522,796,398,398,597,797
1523,797,398,398,598,798
1524,797,398,398,598,798
1525,798,399,399,598,799
1526,798,399,399,599,799
1527,799,399,399,599,800
1528,800,400,400,600,800
1529,800,400,400,600,801
1530,801,400,400,600,802
1531,801,400,400,601,802
1532,802,401,401,601,803
1533,802,401,401,602,803
1534,803,401,401,602,804
1535,803,401,401,602,804
1536,804,402,402,603,805
1537,804,402,402,603,805
1538,805,402,402,604,806
1539,805,402,402,604,806
1540,806,403,403,604,807
1541,806,403,403,605,807
1542,807,403,403,605,808
1543,808,404,404,606,808
1544,808,404,404,606,809
1545,809,404,404,606,810
1546,809,404,404,607,810
1547,810,405,405,607,811
1548,810,405,405,608,811
1549,811,405,405,608,812
1550,811,405,405,608,812
1551,812,406,406,609,813
1552,812,406,406,609,813
1553,813,406,406,610,814
1554,813,406,406,610,814
1555,814,407,407,610,815
1556,814,407,407,611,815
1557,815,407,407,611,816
1558,816,408,408,612,816
1559,816,408,408,612,817
1560,817,408,408,612,818
1561,817,408,408,613,818
1562,818,409,409,613,819
1563,818,409,409,614,819
1564,819,409,409,614,820
1565,819,409,409,614,820
1566,820,410,410,615,821
1567,820,410,410,615,821
1568,821,410,410,616,822
1569,821,410,410,616,822
1570,822,411,411,616,823
1571,822,411,411,617,823
1572,823,411,411,617,824
1573,824,412,412,618,824
1574,824,412,412,618,825
1575,825,412,412,618,826
1576,825,412,412,619,826
1577,826,413,413,619,827
1578,826,413,413,620,827
1579,827,413,413,620,828
1580,827,413,413,620,828
1581,828,414,414,621,829
1582,828,414,414,621,829
1583,829,414,414,622,830
1584,829,414,414,622,830
1585,830,415,415,622,831
1586,830,415,415,623,831
1587,831,415,415,623,832
1588,832,416,416,624,832
1589,832,416,416,624,833
1590,833,416,416,624,834
1591,833,416,416,625,834
1592,834,417,417,625,835
1593,834,417,417,626,835
1594,835,417,417,626,836
1595,835,417,417,626,836
1596,836,418,418,627,837
1597,836,418,418,627,837
1598,837,418,418,628,838
1599,837,418,418,628,838
1600,838,419,419,628,839
1601,838,419,419,629,839
1602,839,419,419,629,840
1603,840,420,420,630,840
1604,840,420,420,630,841
1605,841,420,420,630,842
1606,841,420,420,631,842
1607,842,421,421,631,843
1608,842,421,421,632,843
1609,843,421,421,632,844
1610,843,421,421,632,844
1611,844,422,422,633,845
1612,844,422,422,633,845
1613,845,422,422,634,846
1614,845,422,422,634,846
1615,846,423,423,634,847
1616,846,423,423,635,847
1617,847,423,423,635,848
1618,848,424,424,636,848
1619,848,424,424,636,849
1620,849,424,424,636,850
1621,849,424,424,637,850
1622,850,425,425,637,851
1623,850,425,425,638,851
1624,851,425,425,638,852
1625,851,425,425,638,852
1626,852,426,426,639,853
1627,852,426,426,639,853
1628,853,426,426,640,854
1629,853,426,426,640,854
1630,854,427,427,640,855
1631,854,427,427,641,855
1632,855,427,427,641,856
1633,856,428,428,642,856
1634,856,428,428,642,857
1635,857,428,428,642,858
1636,857,428,428,643,858
1637,858,429,429,643,859
1638,858,429,429,644,859
1639,859,429,429,644,860
1640,859,429,429,644,860
1641,860,430,430,645,861
1642,860,430,430,645,861
1643,861,430,430,646,862
1644,861,430,430,646,862
1645,862,431,431,646,863
1646,862,431,431,647,863
1647,863,431,431,647,864
1648,864,432,432,648,864
1649,864,432,432,648,865
1650,865,432,432,648,866
1651,865,432,432,649,866
1652,866,433,433,649,867
1653,866,433,433,650,867
1654,867,433,433,650,868
1655,867,433,433,650,868
1656,868,434,434,651,869
1657,868,434,434,651,869
1658,869,434,434,652,870
1659,869,434,434,652,870
1660,870,435,435,652,871
1661,870,435,435,653,871
1662,871,435,435,653,872
1663,872,436,436,654,872
1664,872,436,436,654,873
1665,873,436,436,654,874
1666,873,436,436,655,874
1667,874,437,437,655,875
1668,874,437,437,656,875
1669,875,437,437,656,876
1670,875,437,437,656,876
1671,876,438,438,657,877
1672,876,438,438,657,877
1673,877,438,438,658,878
1674,877,438,438,658,878
1675,878,439,439,658,879
1676,878,439,439,659,879
1677,879,439,439,659,880
1678,880,440,440,660,880
1679,880,440,440,660,881
1680,881,440,440,660,882
1681,881,440,440,661,882
1682,882,441,441,661,883
1683,882,441,441,662,883
1684,883,441,441,662,884
1685,883,441,441,662,884
1686,884,442,442,663,885
1687,884,442,442,663,885
1688,885,442,442,664,886
1689,885,442,442,664,886
1690,886,443,443,664,887
1691,886,443,443,665,887
1692,887,443,443,665,888
1693,888,444,444,666,888
1694,888,444,444,666,889
1695,889,444,444,666,890
1696,889,444,444,667,890
1697,890,445,445,667,891
1698,890,445,445,668,891
1699,891,445,445,668,892
1700,891,445,445,668,892
1701,892,446,446,669,893
1702,892,446,446,669,893
1703,893,446,446,670,894
1704,893,446,446,670,894
1705,894,447,447,670,895
1706,894,447,447,671,895
1707,895,447,447,671,896
1708,896,448,448,672,896
1709,896,448,448,672,897
1710,897,448,448,672,898
1711,897,448,448,673,898
1712,898,449,449,673,899
1713,898,449,449,674,899
1714,899,449,449,674,900
1715,899,449,449,674,900
1716,900,450,450,675,901
1717,900,450,450,675,901
1718,901,450,450,676,902
1719,901,450,450,676,902
1720,902,451,451,676,903
1721,902,451,451,677,903
1722,903,451,451,677,904
1723,904,452,452,678,904
1724,904,452,452,678,905
1725,905,452,452,678,906
1726,905,452,452,679,906
1727,906,453,453,679,907
1728,906,453,453,680,907
1729,907,453,453,680,908
1730,907,453,453,680,908
1731,908,454,454,681,909
1732,908,454,454,681,909
1733,909,454,454,682,910
1734,909,454,454,682,910
1735,910,455,455,682,911
1736,910,455,455,683,911
1737,911,455,455,683,912
1738,912,456,456,684,912
1739,912,456,456,684,913
1740,913,456,456,684,914
1741,913,456,456,685,914
1742,914,457,457,685,915
1743,914,457,457,686,915
1744,915,457,457,686,916
1745,915,457,457,686,916
1746,916,458,458,687,917
1747,916,458,458,687,917
1748,917,458,458,688,918
1749,917,458,458,688,918
1750,918,459,459,688,919
1751,918,459,459,689,919
1752,919,459,459,689,920
1753,920,460,460,690,920
1754,920,460,460,690,921
1755,921,460,460,690,922
1756,921,460,460,691,922
1757,922,461,461,691,923
1758,922,461,461,692,923
1759,923,461,461,692,924
1760,923,461,461,692,924
1761,924,462,462,693,925
1762,924,462,462,693,925
1763,925,462,462,694,926
1764,925,462,462,694,926
1765,926,463,463,694,927
1766,926,463,463,695,927
1767,927,463,463,695,928
1768,928,464,464,696,928
1769,928,464,464,696,929
1770,929,464,464,696,930
1771,929,464,464,697,930
1772,930,465,465,697,931
1773,930,465,465,698,931
1774,931,465,465,698,932
1775,931,465,465,698,932
1776,932,466,466,699,933
1777,932,466,466,699,933
1778,933,466,466,700,934
1779,933,466,466,700,934
1780,934,467,467,700,935
1781,934,467,467,701,935
1782,935,467,467,701,936
1783,936,468,468,702,936
1784,936,468,468,702,937
1785,937,468,468,702,938
1786,937,468,468,703,938
1787,938,469,469,703,939
1788,938,469,469,704,939
1789,939,469,469,704,940
1790,939,469,469,704,940
1791,940,470,470,705,941
1792,940,470,470,705,941
1793,941,470,470,706,942
1794,941,470,470,706,942
1795,942,471,471,706,943
1796,942,471,471,707,943
1797,943,471,471,707,944
1798,944,472,472,708,944
1799,944,472,472,708,945
1800,945,472,472,708,946
1801,945,472,472,709,946
1802,946,473,473,709,947
1803,946,473,473,710,947
1804,947,473,473,710,948
1805,947,473,473,710,948
1806,948,474,474,711,949
1807,948,474,474,711,949
1808,949,474,474,712,950
1809,949,474,474,712,950
1810,950,475,475,712,951
1811,950,475,475,713,951
1812,951,475,475,713,952
1813,952,476,476,714,952
1814,952,476,476,714,953
1815,953,476,476,714,954
1816,953,476,476,715,954
1817,954,477,477,715,955
1818,954,477,477,716,955
1819,955,477,477,716,956
1820,955,477,477,716,956
1821,956,478,478,717,957
1822,956,478,478,717,957
1823,957,478,478,718,958
1824,957,478,478,718,958
1825,958,479,479,718,959
1826,958,479,479,719,959
1827,959,479,479,719,960
1828,960,480,480,720,960
1829,960,480,480,720,961
1830,961,480,480,720,962
1831,961,480,480,721,962
1832,962,481,481,721,963
1833,962,481,481,722,963
1834,963,481,481,722,964
1835,963,481,481,722,964
1836,964,482,482,723,965
1837,964,482,482,723,965
1838,965,482,482,724,966
1839,965,482,482,724,966
1840,966,483,483,724,967
1841,966,483,483,725,967
1842,967,483,483,725,968
1843,968,484,484,726,968
1844,968,484,484,726,969
1845,969,484,484,726,970
1846,969,484,484,727,970
1847,970,485,485,727,971
1848,970,485,485,728,971
1849,971,485,485,728,972
1850,971,485,485,728,972
1851,972,486,486,729,973
1852,972,486,486,729,973
1853,973,486,486,730,974
1854,973,486,486,730,974
1855,974,487,487,730,975
1856,974,487,487,731,975
1857,975,487,487,731,976
1858,976,488,488,732,976
1859,976,488,488,732,977
1860,977,488,488,732,978
1861,977,488,488,733,978
1862,978,489,489,733,979
1863,978,489,489,734,979
1864,979,489,489,734,980
1865,979,489,489,734,980
1866,980,490,490,735,981
1867,980,490,490,735,981
1868,981,490,490,736,982
1869,981,490,490,736,982
1870,982,491,491,736,983
1871,982,491,491,737,983
1872,983,491,491,737,984
1873,984,492,492,738,984
1874,984,492,492,738,985
1875,985,492,492,738,986
1876,985,492,492,739,986
1877,986,493,493,739,987
1878,986,493,493,740,987
1879,987,493,493,740,988
1880,987,493,493,740,988
1881,988,494,494,741,989
1882,988,494,494,741,989
1883,989,494,494,742,990
1884,989,494,494,742,990
1885,990,495,495,742,991
1886,990,495,495,743,991
1887,991,495,495,743,992
1888,992,496,496,744,992
1889,992,496,496,744,993
1890,993,496,496,744,994
1891,993,496,496,745,994
1892,994,497,497,745,995
1893,994,497,497,746,995
1894,995,497,497,746,996
1895,995,497,497,746,996
1896,996,498,498,747,997
1897,996,498,498,747,997
1898,997,498,498,748,998
1899,997,498,498,748,998
1900,998,499,499,748,999
1901,998,499,499,749,999
1902,999,499,499,749,1000
1903,1000,500,500,750,1000
1904,1000,500,500,750,1001
1905,1001,500,500,750,1002
1906,1001,500,500,751,1002
1907,1002,501,501,751,1003
1908,1002,501,501,752,1003
1909,1003,501,501,752,1004
1910,1003,501,501,752,1004
1911,1004,502,502,753,1005
1912,1004,502,502,753,1005
1913,1005,502,502,754,1006
1914,1005,502,502,754,1006
1915,1006,503,503,754,1007
1916,1006,503,503,755,1007
1917,1007,503,503,755,1008
1918,1008,504,504,756,1008
1919,1008,504,504,756,1009
1920,1009,504,504,756,1010
1921,1009,504,504,757,1010
1922,1010,505,505,757,1011
1923,1010,505,505,758,1011
1924,1011,505,505,758,1012
1925,1011,505,505,758,1012
1926,1012,506,506,759,1013
1927,1012,506,506,759,1013
1928,1013,506,506,760,1014
1929,1013,506,506,760,1014
1930,1014,507,507,760,1015
1931,1014,507,507,761,1015
1932,1015,507,507,761,1016
1933,1016,508,508,762,1016
1934,1016,508,508,762,1017
1935,1017,508,508,762,1018
1936,1017,508,508,763,1018
1937,1018,509,509,763,1019
1938,1018,509,509,764,1019
1939,1019,509,509,764,1020
1940,1019,509,509,764,1020
1941,1020,510,510,765,1021
1942,1020,510,510,765,1021
1943,1021,510,510,766,1022
1944,1021,510,510,766,1022
1945,1022,511,511,766,1023
1946,1022,511,511,767,1023
1947,1023,511,511,767,1024
1948,1024,512,512,768,1024
1949,1024,512,512,768,1025
1950,1025,512,512,768,1026
1951,1025,512,512,769,1026
1952,1026,513,513,769,1027
1953,1026,513,513,770,1027
1954,1027,513,513,770,1028
1955,1027,513,513,770,1028
1956,1028,514,514,771,1029
1957,1028,514,514,771,1029
1958,1029,514,514,772,1030
1959,1029,514,514,772,1030
1960,1030,515,515,772,1031
1961,1030,515,515,773,1031
1962,1031,515,515,773,1032
1963,1032,516,516,774,1032
1964,1032,516,516,774,1033
1965,1033,516,516,774,1034
1966,1033,516,516,775,1034
1967,1034,517,517,775,1035
1968,1034,517,517,776,1035
1969,1035,517,517,776,1036
1970,1035,517,517,776,1036
1971,1036,518,518,777,1037
1972,1036,518,518,777,1037
1973,1037,518,518,778,1038
1974,1037,518,518,778,1038
1975,1038,519,519,778,1039
1976,1038,519,519,779,1039
1977,1039,519,519,779,1040
1978,1040,520,520,780,1040
1979,1040,520,520,780,1041
1980,1041,520,520,780,1042
1981,1041,520,520,781,1042
1982,1042,521,521,781,1043
1983,1042,521,521,782,1043
1984,1043,521,521,782,1044
1985,1043,521,521,782,1044
1986,1044,522,522,783,1045
1987,1044,522,522,783,1045
1988,1045,522,522,784,1046
1989,1045,522,522,784,1046
1990,1046,523,523,784,1047
1991,1046,523,523,785,1047
1992,1047,523,523,785,1048
1993,1048,524,524,786,1048
1994,1048,524,524,786,1049
1995,1049,524,524,786,1050
1996,1049,524,524,787,1050
1997,1050,525,525,787,1051
1998,1050,525,525,788,1051
1999,1051,525,525,788,1052
2000,1051,525,525,788,1052
2001,1052,526,526,789,1053
2002,1052,526,526,789,1053
2003,1053,526,526,790,1054
2004,1053,526,526,790,1054
2005,1054,527,527,790,1055
2006,1054,527,527,791,1055
2007,1055,527,527,791,1056
2008,1056,528,528,792,1056
2009,1056,528,528,792,1057
2010,1057,528,528,792,1058
2011,1057,528,528,793,1058
2012,1058,529,529,793,1059
2013,1058,529,529,794,1059
2014,1059,529,529,794,1060
2015,1059,529,529,794,1060
2016,1060,530,530,795,1061
2017,1060,530,530,795,1061
2018,1061,530,530,796,1062
2019,1061,530,530,796,1062
2020,1062,531,531,796,1063
2021,1062,531,531,797,1063
2022,1063,531,531,797,1064
2023,1064,532,532,798,1064
2024,1064,532,532,798,1065
2025,1065,532,532,798,1066
2026,1065,532,532,799,1066
2027,1066,533,533,799,1067
2028,1066,533,533,800,1067
2029,1067,533,533,800,1068
2030,1067,533,533,800,1068
2031,1068,534,534,801,1069
2032,1068,534,534,801,1069
2033,1069,534,534,802,1070
2034,1069,534,534,802,1070
2035,1070,535,535,802,1071
2036,1070,535,535,803,1071
2037,1071,535,535,803,1072
2038,1072,536,536,804,1072
2039,1072,536,536,804,1073
2040,1073,536,536,804,1074
2041,1073,536,536,805,1074
2042,1074,537,537,805,1075
2043,1074,537,537,806,1075
2044,1075,537,537,806,1076
2045,1075,537,537,806,1076
2046,1076,538,538,807,1077
2047,1076,538,538,807,1077
2048,1077,538,538,808,1078
2049,1077,538,538,808,1078
2050,1078,539,539,808,1079
2051,1078,539,539,809,1079
2052,1079,539,539,809,1080
2053,1080,540,540,810,1080
2054,1080,540,540,810,1081
2055,1081,540,540,810,1082
2056,1081,540,540,811,1082
2057,1082,541,541,811,1083
2058,1082,541,541,812,1083
2059,1083,541,541,812,1084
2060,1083,541,541,812,1084
2061,1084,542,542,813,1085
2062,1084,542,542,813,1085
2063,1085,542,542,814,1086
2064,1085,542,542,814,1086
2065,1086,543,543,814,1087
2066,1086,543,543,815,1087
2067,1087,543,543,815,1088
2068,1088,544,544,816,1088
2069,1088,544,544,816,1089
2070,1089,544,544,816,1090
2071,1089,544,544,817,1090
2072,1090,545,545,817,1091
2073,1090,545,545,818,1091
2074,1091,545,545,818,1092
2075,1091,545,545,818,1092
2076,1092,546,546,819,1093
2077,1092,546,546,819,1093
2078,1093,546,546,820,1094
2079,1093,546,546,820,1094
2080,1094,547,547,820,1095
2081,1094,547,547,821,1095
2082,1095,547,547,821,1096
2083,1096,548,548,822,1096
2084,1096,548,548,822,1097
2085,1097,548,548,822,1098
2086,1097,548,548,823,1098
2087,1098,549,549,823,1099
2088,1098,549,549,824,1099
2089,1099,549,549,824,1100
2090,1099,549,549,824,1100
2091,1100,550,550,825,1101
2092,1100,550,550,825,1101
2093,1101,550,550,826,1102
2094,1101,550,550,826,1102
2095,1102,551,551,826,1103
2096,1102,551,551,827,1103
2097,1103,551,551,827,1104
2098,1104,552,552,828,1104
2099,1104,552,552,828,1105
2100,1105,552,552,828,1106
2101,1105,552,552,829,1106
2102,1106,553,553,829,1107
2103,1106,553,553,830,1107
2104,1107,553,553,830,1108
2105,1107,553,553,830,1108
2106,1108,554,554,831,1109
2107,1108,554,554,831,1109
2108,1109,554,554,832,1110
2109,1109,554,554,832,1110
2110,1110,555,555,832,1111
2111,1110,555,555,833,1111
2112,1111,555,555,833,1112
2113,1112,556,556,834,1112
2114,1112,556,556,834,1113
2115,1113,556,556,834,1114
2116,1113,556,556,835,1114
2117,1114,557,557,835,1115
2118,1114,557,557,836,1115
2119,1115,557,557,836,1116
2120,1115,557,557,836,1116
2121,1116,558,558,837,1117
2122,1116,558,558,837,1117
2123,1117,558,558,838,1118
2124,1117,558,558,838,1118
2125,1118,559,559,838,1119
2126,1118,559,559,839,1119
2127,1119,559,559,839,1120
2128,1120,560,560,840,1120
2129,1120,560,560,840,1121
2130,1121,560,560,840,1122
2131,1121,560,560,841,1122
2132,1122,561,561,841,1123
2133,1122,561,561,842,1123
2134,1123,561,561,842,1124
2135,1123,561,561,842,1124
2136,1124,562,562,843,1125
2137,1124,562,562,843,1125
2138,1125,562,562,844,1126
2139,1125,562,562,844,1126
2140,1126,563,563,844,1127
2141,1126,563,563,845,1127
2142,1127,563,563,845,1128
2143,1128,564,564,846,1128
2144,1128,564,564,846,1129
2145,1129,564,564,846,1130
2146,1129,564,564,847,1130
2147,1130,565,565,847,1131
2148,1130,565,565,848,1131
2149,1131,565,565,848,1132
2150,1131,565,565,848,1132
2151,1132,566,566,849,1133
2152,1132,566,566,849,1133
2153,1133,566,566,850,1134
2154,1133,566,566,850,1134
2155,1134,567,567,850,1135
2156,1134,567,567,851,1135
2157,1135,567,567,851,1136
2158,1136,568,568,852,1136
2159,1136,568,568,852,1137
2160,1137,568,568,852,1138
2161,1137,568,568,853,1138
2162,1138,569,569,853,1139
2163,1138,569,569,854,1139
2164,1139,569,569,854,1140
2165,1139,569,569,854,1140
2166,1140,570,570,855,1141
2167,1140,570,570,855,1141
2168,1141,570,570,856,1142
2169,1141,570,570,856,1142
2170,1142,571,571,856,1143
2171,1142,571,571,857,1143
2172,1143,571,571,857,1144
2173,1144,572,572,858,1144
2174,1144,572,572,858,1145
2175,1145,572,572,858,1146
