ClassID,Price_Weapon,Price_THWeapon,Price_SHIRT,Price_PANTS,Price_GLOVES,Price_BOOTS,Price_SubWeapon,Price_NECK,Price_RING,RepairPrice_Weapon,RepairPrice_THWeapon,RepairPrice_SHIRT,RepairPrice_PANTS,RepairPrice_GLOVES,RepairPrice_BOOTS,RepairPrice_SubWeapon,RepairPrice_NECK,RepairPrice_RING
256,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
257,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
258,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
259,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
260,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
261,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
262,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
263,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
264,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
265,39840,63744,35856,35856,17928,17928,23904,23904,23904,7968,12748,7171,7171,3585,3585,4780,4780,4780
266,40000,64000,36000,36000,18000,18000,24000,24000,24000,8000,12800,7200,7200,3600,3600,4800,4800,4800
267,40000,64000,36000,36000,18000,18000,24000,24000,24000,8000,12800,7200,7200,3600,3600,4800,4800,4800
268,40000,64000,36000,36000,18000,18000,24000,24000,24000,8000,12800,7200,7200,3600,3600,4800,4800,4800
269,40000,64000,36000,36000,18000,18000,24000,24000,24000,8000,12800,7200,7200,3600,3600,4800,4800,4800
270,40000,64000,36000,36000,18000,18000,24000,24000,24000,8000,12800,7200,7200,3600,3600,4800,4800,4800
271,40160,64256,36144,36144,18072,18072,24096,24096,24096,8032,12851,7228,7228,3614,3614,4819,4819,4819
272,40160,64256,36144,36144,18072,18072,24096,24096,24096,8032,12851,7228,7228,3614,3614,4819,4819,4819
273,40160,64256,36144,36144,18072,18072,24096,24096,24096,8032,12851,7228,7228,3614,3614,4819,4819,4819
274,40320,64512,36288,36288,18144,18144,24192,24192,24192,8064,12902,7257,7257,3628,3628,4838,4838,4838
275,40320,64512,36288,36288,18144,18144,24192,24192,24192,8064,12902,7257,7257,3628,3628,4838,4838,4838
276,40480,64768,36432,36432,18216,18216,24288,24288,24288,8096,12953,7286,7286,3643,3643,4857,4857,4857
277,40640,65024,36576,36576,18288,18288,24384,24384,24384,8128,13004,7315,7315,3657,3657,4876,4876,4876
278,40800,65280,36720,36720,18360,18360,24480,24480,24480,8160,13056,7344,7344,3672,3672,4896,4896,4896
279,40960,65536,36864,36864,18432,18432,24576,24576,24576,8192,13107,7372,7372,3686,3686,4915,4915,4915
280,41280,66048,37152,37152,18576,18576,24768,24768,24768,8256,13209,7430,7430,3715,3715,4953,4953,4953
281,41760,66816,37584,37584,18792,18792,25056,25056,25056,8352,13363,7516,7516,3758,3758,5011,5011,5011
282,42560,68096,38304,38304,19152,19152,25536,25536,25536,8512,13619,7660,7660,3830,3830,5107,5107,5107
283,44000,70400,39600,39600,19800,19800,26400,26400,26400,8800,14080,7920,7920,3960,3960,5280,5280,5280
284,48480,77568,43632,43632,21816,21816,29088,29088,29088,9696,15513,8726,8726,4363,4363,5817,5817,5817
285,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
286,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
287,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
288,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
289,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
290,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
291,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
292,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
293,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
294,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
295,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
296,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
297,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
298,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
299,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
300,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
301,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
302,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
303,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
304,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
305,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
306,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
307,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
308,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
309,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
310,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
311,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
312,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
313,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
314,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
315,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
316,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
317,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
318,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
319,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
320,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
321,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
322,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
323,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
324,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
325,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
326,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
327,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
328,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
329,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
330,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
331,48800,78080,43920,43920,21960,21960,29280,29280,29280,9760,15616,8784,8784,4392,4392,5856,5856,5856
332,49219,78750,44297,44297,22148,22148,29531,29531,29531,9843,15748,8858,8858,4429,4429,5905,5905,5905
333,50742,81187,45667,45667,22833,22833,30445,30445,30445,10148,16236,9133,9133,4566,4566,6088,6088,6088
334,55161,88257,49644,49644,24822,24822,33096,33096,33096,11032,17651,9928,9928,4964,4964,6619,6619,6619
335,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
336,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
337,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
338,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
339,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
340,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
341,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
342,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
343,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
344,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
345,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
346,55314,88502,49782,49782,24891,24891,33188,33188,33188,11062,17699,9955,9955,4977,4977,6637,6637,6637
347,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
348,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
349,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
350,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
351,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
352,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
353,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
354,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
355,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
356,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
357,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
358,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
359,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
360,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
361,55466,88745,49919,49919,24959,24959,33279,33279,33279,11093,17748,9983,9983,4991,4991,6655,6655,6655
362,55619,88990,50057,50057,25028,25028,33371,33371,33371,11123,17796,10010,10010,5005,5005,6673,6673,6673
363,55619,88990,50057,50057,25028,25028,33371,33371,33371,11123,17796,10010,10010,5005,5005,6673,6673,6673
364,55619,88990,50057,50057,25028,25028,33371,33371,33371,11123,17796,10010,10010,5005,5005,6673,6673,6673
365,55619,88990,50057,50057,25028,25028,33371,33371,33371,11123,17796,10010,10010,5005,5005,6673,6673,6673
366,55619,88990,50057,50057,25028,25028,33371,33371,33371,11123,17796,10010,10010,5005,5005,6673,6673,6673
367,55619,88990,50057,50057,25028,25028,33371,33371,33371,11123,17796,10010,10010,5005,5005,6673,6673,6673
368,55619,88990,50057,50057,25028,25028,33371,33371,33371,11123,17796,10010,10010,5005,5005,6673,6673,6673
369,55771,89233,50193,50193,25096,25096,33462,33462,33462,11154,17846,10038,10038,5019,5019,6692,6692,6692
370,55771,89233,50193,50193,25096,25096,33462,33462,33462,11154,17846,10038,10038,5019,5019,6692,6692,6692
371,55771,89233,50193,50193,25096,25096,33462,33462,33462,11154,17846,10038,10038,5019,5019,6692,6692,6692
372,55923,89476,50330,50330,25165,25165,33553,33553,33553,11184,17894,10065,10065,5032,5032,6710,6710,6710
373,55923,89476,50330,50330,25165,25165,33553,33553,33553,11184,17894,10065,10065,5032,5032,6710,6710,6710
374,55923,89476,50330,50330,25165,25165,33553,33553,33553,11184,17894,10065,10065,5032,5032,6710,6710,6710
375,56076,89721,50468,50468,25234,25234,33645,33645,33645,11215,17944,10093,10093,5046,5046,6729,6729,6729
376,56228,89964,50605,50605,25302,25302,33736,33736,33736,11245,17992,10120,10120,5060,5060,6747,6747,6747
377,56228,89964,50605,50605,25302,25302,33736,33736,33736,11245,17992,10120,10120,5060,5060,6747,6747,6747
378,56380,90208,50742,50742,25371,25371,33828,33828,33828,11276,18041,10148,10148,5074,5074,6765,6765,6765
379,56685,90696,51016,51016,25508,25508,34011,34011,34011,11337,18139,10203,10203,5101,5101,6802,6802,6802
380,56990,91184,51291,51291,25645,25645,34194,34194,34194,11398,18236,10258,10258,5129,5129,6838,6838,6838
381,57447,91915,51702,51702,25851,25851,34468,34468,34468,11489,18382,10340,10340,5170,5170,6893,6893,6893
382,58209,93134,52388,52388,26194,26194,34925,34925,34925,11641,18625,10476,10476,5238,5238,6984,6984,6984
383,59733,95572,53759,53759,26879,26879,35839,35839,35839,11946,19113,10751,10751,5375,5375,7167,7167,7167
384,64304,102886,57873,57873,28936,28936,38582,38582,38582,12860,20576,11574,11574,5787,5787,7716,7716,7716
385,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
386,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
387,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
388,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
389,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
390,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
391,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
392,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
393,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
394,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
395,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
396,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
397,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
398,64457,103131,58011,58011,29005,29005,38674,38674,38674,12891,20625,11601,11601,5800,5800,7734,7734,7734
399,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
400,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
401,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
402,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
403,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
404,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
405,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
406,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
407,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
408,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
409,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
410,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
411,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
412,64609,103374,58148,58148,29074,29074,38765,38765,38765,12921,20673,11628,11628,5814,5814,7752,7752,7752
413,64761,103617,58284,58284,29142,29142,38856,38856,38856,12952,20723,11656,11656,5828,5828,7771,7771,7771
414,64761,103617,58284,58284,29142,29142,38856,38856,38856,12952,20723,11656,11656,5828,5828,7771,7771,7771
415,64761,103617,58284,58284,29142,29142,38856,38856,38856,12952,20723,11656,11656,5828,5828,7771,7771,7771
416,64761,103617,58284,58284,29142,29142,38856,38856,38856,12952,20723,11656,11656,5828,5828,7771,7771,7771
417,64761,103617,58284,58284,29142,29142,38856,38856,38856,12952,20723,11656,11656,5828,5828,7771,7771,7771
418,64761,103617,58284,58284,29142,29142,38856,38856,38856,12952,20723,11656,11656,5828,5828,7771,7771,7771
419,64914,103862,58422,58422,29211,29211,38948,38948,38948,12982,20771,11683,11683,5841,5841,7789,7789,7789
420,64914,103862,58422,58422,29211,29211,38948,38948,38948,12982,20771,11683,11683,5841,5841,7789,7789,7789
421,64914,103862,58422,58422,29211,29211,38948,38948,38948,12982,20771,11683,11683,5841,5841,7789,7789,7789
422,65066,104105,58559,58559,29279,29279,39039,39039,39039,13013,20820,11711,11711,5855,5855,7807,7807,7807
423,65066,104105,58559,58559,29279,29279,39039,39039,39039,13013,20820,11711,11711,5855,5855,7807,7807,7807
424,65066,104105,58559,58559,29279,29279,39039,39039,39039,13013,20820,11711,11711,5855,5855,7807,7807,7807
425,65219,104350,58697,58697,29348,29348,39131,39131,39131,13043,20868,11738,11738,5869,5869,7825,7825,7825
426,65371,104593,58833,58833,29416,29416,39222,39222,39222,13074,20918,11766,11766,5883,5883,7844,7844,7844
427,65371,104593,58833,58833,29416,29416,39222,39222,39222,13074,20918,11766,11766,5883,5883,7844,7844,7844
428,65676,105081,59108,59108,29554,29554,39405,39405,39405,13135,21016,11821,11821,5910,5910,7881,7881,7881
429,65828,105324,59245,59245,29622,29622,39496,39496,39496,13165,21064,11848,11848,5924,5924,7899,7899,7899
430,66133,105812,59519,59519,29759,29759,39679,39679,39679,13226,21161,11903,11903,5951,5951,7935,7935,7935
431,66590,106544,59931,59931,29965,29965,39954,39954,39954,13318,21308,11986,11986,5993,5993,7990,7990,7990
432,67352,107763,60616,60616,30308,30308,40411,40411,40411,13470,21552,12123,12123,6061,6061,8082,8082,8082
433,68876,110201,61988,61988,30994,30994,41325,41325,41325,13775,22040,12397,12397,6198,6198,8265,8265,8265
434,73600,117760,66240,66240,33120,33120,44160,44160,44160,14720,23552,13248,13248,6624,6624,8832,8832,8832
435,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
436,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
437,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
438,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
439,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
440,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
441,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
442,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
443,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
444,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
445,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
446,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
447,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
448,73752,118003,66376,66376,33188,33188,44251,44251,44251,14750,23600,13275,13275,6637,6637,8850,8850,8850
449,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
450,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
451,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
452,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
453,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
454,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
455,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
456,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
457,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
458,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
459,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
460,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
461,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
462,73904,118246,66513,66513,33256,33256,44342,44342,44342,14780,23648,13302,13302,6651,6651,8868,8868,8868
463,74057,118491,66651,66651,33325,33325,44434,44434,44434,14811,23697,13329,13329,6664,6664,8886,8886,8886
464,74057,118491,66651,66651,33325,33325,44434,44434,44434,14811,23697,13329,13329,6664,6664,8886,8886,8886
465,74057,118491,66651,66651,33325,33325,44434,44434,44434,14811,23697,13329,13329,6664,6664,8886,8886,8886
466,74057,118491,66651,66651,33325,33325,44434,44434,44434,14811,23697,13329,13329,6664,6664,8886,8886,8886
467,74057,118491,66651,66651,33325,33325,44434,44434,44434,14811,23697,13329,13329,6664,6664,8886,8886,8886
468,74057,118491,66651,66651,33325,33325,44434,44434,44434,14811,23697,13329,13329,6664,6664,8886,8886,8886
469,74209,118734,66788,66788,33394,33394,44525,44525,44525,14841,23745,13356,13356,6678,6678,8904,8904,8904
470,74209,118734,66788,66788,33394,33394,44525,44525,44525,14841,23745,13356,13356,6678,6678,8904,8904,8904
471,74209,118734,66788,66788,33394,33394,44525,44525,44525,14841,23745,13356,13356,6678,6678,8904,8904,8904
472,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
473,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
474,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
475,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
476,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
477,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
478,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
479,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
480,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
481,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
482,74361,118977,66924,66924,33462,33462,44616,44616,44616,14872,23795,13384,13384,6692,6692,8923,8923,8923
483,74763,119620,67286,67286,33643,33643,44857,44857,44857,14952,23923,13456,13456,6728,6728,8971,8971,8971
484,79272,126835,71344,71344,35672,35672,47563,47563,47563,15854,25366,14268,14268,7134,7134,9512,9512,9512
485,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
486,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
487,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
488,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
489,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
490,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
491,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
492,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
493,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
494,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
495,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
496,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
497,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
498,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
499,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
500,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
501,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
