ClassID,MHP_LV,MHP_CON,MSP_LV,MSP_INT,ATK,ATK_STR,DEF,HR,HR_DEX,DR,DR_DEX,CRTHR_DEX,CRTHR,CRTDR_DEX,CRTDR
816,35159,19005,42088,23256,0,816,0,7833,0,0,1630,1042,0,0,9828
817,35202,19028,42140,23284,0,817,0,7843,0,0,1632,1043,0,0,9840
818,35245,19051,42191,23313,0,818,0,7852,0,0,1634,1044,0,0,9852
819,35288,19075,42242,23341,0,819,0,7862,0,0,1636,1045,0,0,9864
820,35330,19098,42294,23370,0,820,0,7872,0,0,1638,1047,0,0,9876
821,35373,19121,42345,23398,0,821,0,7881,0,0,1640,1048,0,0,9888
822,35416,19145,42396,23427,0,822,0,7891,0,0,1642,1049,0,0,9900
823,35459,19168,42447,23455,0,823,0,7900,0,0,1644,1050,0,0,9912
824,35501,19191,42499,23484,0,824,0,7910,0,0,1646,1052,0,0,9924
825,35544,19215,42550,23512,0,825,0,7920,0,0,1648,1053,0,0,9936
826,35587,19238,42601,23541,0,826,0,7929,0,0,1650,1054,0,0,9948
827,35630,19261,42653,23569,0,827,0,7939,0,0,1652,1056,0,0,9960
828,35672,19284,42704,23598,0,828,0,7948,0,0,1654,1057,0,0,9972
829,35715,19308,42755,23626,0,829,0,7958,0,0,1656,1058,0,0,9984
830,35758,19331,42807,23655,0,830,0,7968,0,0,1658,1059,0,0,9996
831,35801,19354,42858,23683,0,831,0,7977,0,0,1660,1061,0,0,10008
832,35843,19378,42909,23712,0,832,0,7987,0,0,1662,1062,0,0,10020
833,35886,19401,42960,23740,0,833,0,7996,0,0,1664,1063,0,0,10032
834,35929,19424,43012,23769,0,834,0,8006,0,0,1666,1064,0,0,10044
835,35972,19447,43063,23797,0,835,0,8016,0,0,1668,1066,0,0,10056
836,36014,19471,43114,23826,0,836,0,8025,0,0,1670,1067,0,0,10068
837,36057,19494,43166,23854,0,837,0,8035,0,0,1672,1068,0,0,10080
838,36100,19517,43217,23883,0,838,0,8044,0,0,1674,1070,0,0,10092
839,36143,19541,43268,23911,0,839,0,8054,0,0,1676,1071,0,0,10104
840,36185,19564,43320,23940,0,840,0,8064,0,0,1678,1072,0,0,10116
841,36228,19587,43371,23968,0,841,0,8073,0,0,1680,1073,0,0,10128
842,36271,19610,43422,23997,0,842,0,8083,0,0,1682,1075,0,0,10140
843,36314,19634,43473,24025,0,843,0,8092,0,0,1684,1076,0,0,10152
844,36356,19657,43525,24054,0,844,0,8102,0,0,1686,1077,0,0,10164
845,36399,19680,43576,24082,0,845,0,8112,0,0,1688,1078,0,0,10176
846,36442,19704,43627,24111,0,846,0,8121,0,0,1690,1080,0,0,10188
847,36485,19727,43679,24139,0,847,0,8131,0,0,1692,1081,0,0,10200
848,36527,19750,43730,24168,0,848,0,8140,0,0,1694,1082,0,0,10212
849,36570,19774,43781,24196,0,849,0,8150,0,0,1696,1084,0,0,10224
850,36613,19797,43833,24225,0,850,0,8160,0,0,1698,1085,0,0,10236
851,36656,19820,43884,24253,0,851,0,8169,0,0,1700,1086,0,0,10248
852,36698,19843,43935,24282,0,852,0,8179,0,0,1702,1087,0,0,10260
853,36741,19867,43986,24310,0,853,0,8188,0,0,1704,1089,0,0,10272
854,36784,19890,44038,24339,0,854,0,8198,0,0,1706,1090,0,0,10284
855,36827,19913,44089,24367,0,855,0,8208,0,0,1708,1091,0,0,10296
856,36869,19937,44140,24396,0,856,0,8217,0,0,1710,1092,0,0,10308
857,36912,19960,44192,24424,0,857,0,8227,0,0,1712,1094,0,0,10320
858,36955,19983,44243,24453,0,858,0,8236,0,0,1714,1095,0,0,10332
859,36998,20006,44294,24481,0,859,0,8246,0,0,1716,1096,0,0,10344
860,37040,20030,44346,24510,0,860,0,8256,0,0,1718,1098,0,0,10356
861,37083,20053,44397,24538,0,861,0,8265,0,0,1720,1099,0,0,10368
862,37126,20076,44448,24567,0,862,0,8275,0,0,1722,1100,0,0,10380
863,37169,20100,44499,24595,0,863,0,8284,0,0,1724,1101,0,0,10392
864,37211,20123,44551,24624,0,864,0,8294,0,0,1726,1103,0,0,10404
865,37254,20146,44602,24652,0,865,0,8304,0,0,1728,1104,0,0,10416
866,37297,20169,44653,24681,0,866,0,8313,0,0,1730,1105,0,0,10428
867,37340,20193,44705,24709,0,867,0,8323,0,0,1732,1107,0,0,10440
868,37382,20216,44756,24738,0,868,0,8332,0,0,1734,1108,0,0,10452
869,37425,20239,44807,24766,0,869,0,8342,0,0,1736,1109,0,0,10464
870,37468,20263,44859,24795,0,870,0,8352,0,0,1738,1110,0,0,10476
871,37511,20286,44910,24823,0,871,0,8361,0,0,1740,1112,0,0,10488
872,37553,20309,44961,24852,0,872,0,8371,0,0,1742,1113,0,0,10500
873,37596,20332,45012,24880,0,873,0,8380,0,0,1744,1114,0,0,10512
874,37639,20356,45064,24909,0,874,0,8390,0,0,1746,1115,0,0,10524
875,37682,20379,45115,24937,0,875,0,8400,0,0,1748,1117,0,0,10536
876,37724,20402,45166,24966,0,876,0,8409,0,0,1750,1118,0,0,10548
877,37767,20426,45218,24994,0,877,0,8419,0,0,1752,1119,0,0,10560
878,37810,20449,45269,25023,0,878,0,8428,0,0,1754,1121,0,0,10572
879,37853,20472,45320,25051,0,879,0,8438,0,0,1756,1122,0,0,10584
880,37895,20496,45372,25080,0,880,0,8448,0,0,1758,1123,0,0,10596
881,37938,20519,45423,25108,0,881,0,8457,0,0,1760,1124,0,0,10608
882,37981,20542,45474,25137,0,882,0,8467,0,0,1762,1126,0,0,10620
883,38024,20565,45525,25165,0,883,0,8476,0,0,1764,1127,0,0,10632
884,38066,20589,45577,25194,0,884,0,8486,0,0,1766,1128,0,0,10644
885,38109,20612,45628,25222,0,885,0,8496,0,0,1768,1129,0,0,10656
886,38152,20635,45679,25251,0,886,0,8505,0,0,1770,1131,0,0,10668
887,38195,20659,45731,25279,0,887,0,8515,0,0,1772,1132,0,0,10680
888,38237,20682,45782,25308,0,888,0,8524,0,0,1774,1133,0,0,10692
889,38280,20705,45833,25336,0,889,0,8534,0,0,1776,1135,0,0,10704
890,38323,20728,45885,25365,0,890,0,8544,0,0,1778,1136,0,0,10716
891,38366,20752,45936,25393,0,891,0,8553,0,0,1780,1137,0,0,10728
892,38408,20775,45987,25422,0,892,0,8563,0,0,1782,1138,0,0,10740
893,38451,20798,46038,25450,0,893,0,8572,0,0,1784,1140,0,0,10752
894,38494,20822,46090,25479,0,894,0,8582,0,0,1786,1141,0,0,10764
895,38537,20845,46141,25507,0,895,0,8592,0,0,1788,1142,0,0,10776
896,38579,20868,46192,25536,0,896,0,8601,0,0,1790,1143,0,0,10788
897,38622,20891,46244,25564,0,897,0,8611,0,0,1792,1145,0,0,10800
898,38665,20915,46295,25593,0,898,0,8620,0,0,1794,1146,0,0,10812
899,38708,20938,46346,25621,0,899,0,8630,0,0,1796,1147,0,0,10824
900,38750,20961,46398,25650,0,900,0,8640,0,0,1798,1149,0,0,10836
901,38793,20985,46449,25678,0,901,0,8649,0,0,1800,1150,0,0,10848
902,38836,21008,46500,25707,0,902,0,8659,0,0,1802,1151,0,0,10860
903,38879,21031,46551,25735,0,903,0,8668,0,0,1804,1152,0,0,10872
904,38921,21055,46603,25764,0,904,0,8678,0,0,1806,1154,0,0,10884
905,38964,21078,46654,25792,0,905,0,8688,0,0,1808,1155,0,0,10896
906,39007,21101,46705,25821,0,906,0,8697,0,0,1810,1156,0,0,10908
907,39050,21124,46757,25849,0,907,0,8707,0,0,1812,1157,0,0,10920
908,39092,21148,46808,25878,0,908,0,8716,0,0,1814,1159,0,0,10932
909,39135,21171,46859,25906,0,909,0,8726,0,0,1816,1160,0,0,10944
910,39178,21194,46911,25935,0,910,0,8736,0,0,1818,1161,0,0,10956
911,39221,21218,46962,25963,0,911,0,8745,0,0,1820,1163,0,0,10968
912,39263,21241,47013,25992,0,912,0,8755,0,0,1822,1164,0,0,10980
913,39306,21264,47064,26020,0,913,0,8764,0,0,1824,1165,0,0,10992
914,39349,21287,47116,26049,0,914,0,8774,0,0,1826,1166,0,0,11004
915,39392,21311,47167,26077,0,915,0,8784,0,0,1828,1168,0,0,11016
916,39434,21334,47218,26106,0,916,0,8793,0,0,1830,1169,0,0,11028
917,39477,21357,47270,26134,0,917,0,8803,0,0,1832,1170,0,0,11040
918,39520,21381,47321,26163,0,918,0,8812,0,0,1834,1171,0,0,11052
919,39563,21404,47372,26191,0,919,0,8822,0,0,1836,1173,0,0,11064
920,39605,21427,47424,26220,0,920,0,8832,0,0,1838,1174,0,0,11076
921,39648,21450,47475,26248,0,921,0,8841,0,0,1840,1175,0,0,11088
922,39691,21474,47526,26277,0,922,0,8851,0,0,1842,1177,0,0,11100
923,39734,21497,47577,26305,0,923,0,8860,0,0,1844,1178,0,0,11112
924,39776,21520,47629,26334,0,924,0,8870,0,0,1846,1179,0,0,11124
925,39819,21544,47680,26362,0,925,0,8880,0,0,1848,1180,0,0,11136
926,39862,21567,47731,26391,0,926,0,8889,0,0,1850,1182,0,0,11148
927,39905,21590,47783,26419,0,927,0,8899,0,0,1852,1183,0,0,11160
928,39947,21614,47834,26448,0,928,0,8908,0,0,1854,1184,0,0,11172
929,39990,21637,47885,26476,0,929,0,8918,0,0,1856,1185,0,0,11184
930,40033,21660,47937,26505,0,930,0,8928,0,0,1858,1187,0,0,11196
931,40076,21683,47988,26533,0,931,0,8937,0,0,1860,1188,0,0,11208
932,40118,21707,48039,26562,0,932,0,8947,0,0,1862,1189,0,0,11220
933,40161,21730,48090,26590,0,933,0,8956,0,0,1864,1191,0,0,11232
934,40204,21753,48142,26619,0,934,0,8966,0,0,1866,1192,0,0,11244
935,40247,21777,48193,26647,0,935,0,8976,0,0,1868,1193,0,0,11256
936,40289,21800,48244,26676,0,936,0,8985,0,0,1870,1194,0,0,11268
937,40332,21823,48296,26704,0,937,0,8995,0,0,1872,1196,0,0,11280
938,40375,21846,48347,26733,0,938,0,9004,0,0,1874,1197,0,0,11292
939,40418,21870,48398,26761,0,939,0,9014,0,0,1876,1198,0,0,11304
940,40460,21893,48450,26790,0,940,0,9024,0,0,1878,1200,0,0,11316
941,40503,21916,48501,26818,0,941,0,9033,0,0,1880,1201,0,0,11328
942,40546,21940,48552,26847,0,942,0,9043,0,0,1882,1202,0,0,11340
943,40589,21963,48603,26875,0,943,0,9052,0,0,1884,1203,0,0,11352
944,40631,21986,48655,26904,0,944,0,9062,0,0,1886,1205,0,0,11364
945,40674,22009,48706,26932,0,945,0,9072,0,0,1888,1206,0,0,11376
946,40717,22033,48757,26961,0,946,0,9081,0,0,1890,1207,0,0,11388
947,40760,22056,48809,26989,0,947,0,9091,0,0,1892,1208,0,0,11400
948,40802,22079,48860,27018,0,948,0,9100,0,0,1894,1210,0,0,11412
949,40845,22103,48911,27046,0,949,0,9110,0,0,1896,1211,0,0,11424
950,40888,22126,48963,27075,0,950,0,9120,0,0,1898,1212,0,0,11436
951,40931,22149,49014,27103,0,951,0,9129,0,0,1900,1214,0,0,11448
952,40973,22172,49065,27132,0,952,0,9139,0,0,1902,1215,0,0,11460
953,41016,22196,49116,27160,0,953,0,9148,0,0,1904,1216,0,0,11472
954,41059,22219,49168,27189,0,954,0,9158,0,0,1906,1217,0,0,11484
955,41102,22242,49219,27217,0,955,0,9168,0,0,1908,1219,0,0,11496
956,41144,22266,49270,27246,0,956,0,9177,0,0,1910,1220,0,0,11508
957,41187,22289,49322,27274,0,957,0,9187,0,0,1912,1221,0,0,11520
958,41230,22312,49373,27303,0,958,0,9196,0,0,1914,1222,0,0,11532
959,41273,22336,49424,27331,0,959,0,9206,0,0,1916,1224,0,0,11544
960,41315,22359,49476,27360,0,960,0,9216,0,0,1918,1225,0,0,11556
961,41358,22382,49527,27388,0,961,0,9225,0,0,1920,1226,0,0,11568
962,41401,22405,49578,27417,0,962,0,9235,0,0,1922,1228,0,0,11580
963,41444,22429,49629,27445,0,963,0,9244,0,0,1924,1229,0,0,11592
964,41486,22452,49681,27474,0,964,0,9254,0,0,1926,1230,0,0,11604
965,41529,22475,49732,27502,0,965,0,9264,0,0,1928,1231,0,0,11616
966,41572,22499,49783,27531,0,966,0,9273,0,0,1930,1233,0,0,11628
967,41615,22522,49835,27559,0,967,0,9283,0,0,1932,1234,0,0,11640
968,41657,22545,49886,27588,0,968,0,9292,0,0,1934,1235,0,0,11652
969,41700,22568,49937,27616,0,969,0,9302,0,0,1936,1236,0,0,11664
970,41743,22592,49989,27645,0,970,0,9312,0,0,1938,1238,0,0,11676
971,41786,22615,50040,27673,0,971,0,9321,0,0,1940,1239,0,0,11688
972,41828,22638,50091,27702,0,972,0,9331,0,0,1942,1240,0,0,11700
973,41871,22662,50142,27730,0,973,0,9340,0,0,1944,1242,0,0,11712
974,41914,22685,50194,27759,0,974,0,9350,0,0,1946,1243,0,0,11724
975,41957,22708,50245,27787,0,975,0,9360,0,0,1948,1244,0,0,11736
976,41999,22731,50296,27816,0,976,0,9369,0,0,1950,1245,0,0,11748
977,42042,22755,50348,27844,0,977,0,9379,0,0,1952,1247,0,0,11760
978,42085,22778,50399,27873,0,978,0,9388,0,0,1954,1248,0,0,11772
979,42128,22801,50450,27901,0,979,0,9398,0,0,1956,1249,0,0,11784
980,42170,22825,50502,27930,0,980,0,9408,0,0,1958,1250,0,0,11796
981,42213,22848,50553,27958,0,981,0,9417,0,0,1960,1252,0,0,11808
982,42256,22871,50604,27987,0,982,0,9427,0,0,1962,1253,0,0,11820
983,42299,22895,50655,28015,0,983,0,9436,0,0,1964,1254,0,0,11832
984,42341,22918,50707,28044,0,984,0,9446,0,0,1966,1256,0,0,11844
985,42384,22941,50758,28072,0,985,0,9456,0,0,1968,1257,0,0,11856
986,42427,22964,50809,28101,0,986,0,9465,0,0,1970,1258,0,0,11868
987,42470,22988,50861,28129,0,987,0,9475,0,0,1972,1259,0,0,11880
988,42512,23011,50912,28158,0,988,0,9484,0,0,1974,1261,0,0,11892
989,42555,23034,50963,28186,0,989,0,9494,0,0,1976,1262,0,0,11904
990,42598,23058,51015,28215,0,990,0,9504,0,0,1978,1263,0,0,11916
991,42641,23081,51066,28243,0,991,0,9513,0,0,1980,1264,0,0,11928
992,42683,23104,51117,28272,0,992,0,9523,0,0,1982,1266,0,0,11940
993,42726,23127,51168,28300,0,993,0,9532,0,0,1984,1267,0,0,11952
994,42769,23151,51220,28329,0,994,0,9542,0,0,1986,1268,0,0,11964
995,42812,23174,51271,28357,0,995,0,9552,0,0,1988,1270,0,0,11976
996,42854,23197,51322,28386,0,996,0,9561,0,0,1990,1271,0,0,11988
997,42897,23221,51374,28414,0,997,0,9571,0,0,1992,1272,0,0,12000
998,42940,23244,51425,28443,0,998,0,9580,0,0,1994,1273,0,0,12012
999,42983,23267,51476,28471,0,999,0,9590,0,0,1996,1275,0,0,12024
1000,43025,23290,51528,28500,0,1000,0,9600,0,0,1998,1276,0,0,12036
1001,43068,23314,51579,28528,0,1001,0,9609,0,0,2000,1277,0,0,12048
1002,43111,23337,51630,28557,0,1002,0,9619,0,0,2002,1278,0,0,12060
1003,43154,23360,51681,28585,0,1003,0,9628,0,0,2004,1280,0,0,12072
1004,43196,23384,51733,28614,0,1004,0,9638,0,0,2006,1281,0,0,12084
1005,43239,23407,51784,28642,0,1005,0,9648,0,0,2008,1282,0,0,12096
1006,43282,23430,51835,28671,0,1006,0,9657,0,0,2010,1284,0,0,12108
1007,43325,23453,51887,28699,0,1007,0,9667,0,0,2012,1285,0,0,12120
1008,43367,23477,51938,28728,0,1008,0,9676,0,0,2014,1286,0,0,12132
1009,43410,23500,51989,28756,0,1009,0,9686,0,0,2016,1287,0,0,12144
1010,43453,23523,52041,28785,0,1010,0,9696,0,0,2018,1289,0,0,12156
1011,43496,23547,52092,28813,0,1011,0,9705,0,0,2020,1290,0,0,12168
1012,43538,23570,52143,28842,0,1012,0,9715,0,0,2022,1291,0,0,12180
1013,43581,23593,52194,28870,0,1013,0,9724,0,0,2024,1292,0,0,12192
1014,43624,23617,52246,28899,0,1014,0,9734,0,0,2026,1294,0,0,12204
1015,43667,23640,52297,28927,0,1015,0,9744,0,0,2028,1295,0,0,12216
1016,43709,23663,52348,28956,0,1016,0,9753,0,0,2030,1296,0,0,12228
1017,43752,23686,52400,28984,0,1017,0,9763,0,0,2032,1298,0,0,12240
1018,43795,23710,52451,29013,0,1018,0,9772,0,0,2034,1299,0,0,12252
1019,43838,23733,52502,29041,0,1019,0,9782,0,0,2036,1300,0,0,12264
1020,43880,23756,52554,29070,0,1020,0,9792,0,0,2038,1301,0,0,12276
1021,43923,23780,52605,29098,0,1021,0,9801,0,0,2040,1303,0,0,12288
1022,43966,23803,52656,29127,0,1022,0,9811,0,0,2042,1304,0,0,12300
1023,44009,23826,52707,29155,0,1023,0,9820,0,0,2044,1305,0,0,12312
1024,44051,23849,52759,29184,0,1024,0,9830,0,0,2046,1307,0,0,12324
1025,44094,23873,52810,29212,0,1025,0,9840,0,0,2048,1308,0,0,12336
1026,44137,23896,52861,29241,0,1026,0,9849,0,0,2050,1309,0,0,12348
1027,44180,23919,52913,29269,0,1027,0,9859,0,0,2052,1310,0,0,12360
1028,44222,23943,52964,29298,0,1028,0,9868,0,0,2054,1312,0,0,12372
1029,44265,23966,53015,29326,0,1029,0,9878,0,0,2056,1313,0,0,12384
1030,44308,23989,53067,29355,0,1030,0,9888,0,0,2058,1314,0,0,12396
1031,44351,24012,53118,29383,0,1031,0,9897,0,0,2060,1315,0,0,12408
1032,44393,24036,53169,29412,0,1032,0,9907,0,0,2062,1317,0,0,12420
1033,44436,24059,53220,29440,0,1033,0,9916,0,0,2064,1318,0,0,12432
1034,44479,24082,53272,29469,0,1034,0,9926,0,0,2066,1319,0,0,12444
1035,44522,24106,53323,29497,0,1035,0,9936,0,0,2068,1321,0,0,12456
1036,44564,24129,53374,29526,0,1036,0,9945,0,0,2070,1322,0,0,12468
1037,44607,24152,53426,29554,0,1037,0,9955,0,0,2072,1323,0,0,12480
1038,44650,24176,53477,29583,0,1038,0,9964,0,0,2074,1324,0,0,12492
1039,44693,24199,53528,29611,0,1039,0,9974,0,0,2076,1326,0,0,12504
1040,44735,24222,53580,29640,0,1040,0,9984,0,0,2078,1327,0,0,12516
1041,44778,24245,53631,29668,0,1041,0,9993,0,0,2080,1328,0,0,12528
1042,44821,24269,53682,29697,0,1042,0,10003,0,0,2082,1329,0,0,12540
1043,44864,24292,53733,29725,0,1043,0,10012,0,0,2084,1331,0,0,12552
1044,44906,24315,53785,29754,0,1044,0,10022,0,0,2086,1332,0,0,12564
1045,44949,24339,53836,29782,0,1045,0,10032,0,0,2088,1333,0,0,12576
1046,44992,24362,53887,29811,0,1046,0,10041,0,0,2090,1335,0,0,12588
1047,45035,24385,53939,29839,0,1047,0,10051,0,0,2092,1336,0,0,12600
1048,45077,24408,53990,29868,0,1048,0,10060,0,0,2094,1337,0,0,12612
1049,45120,24432,54041,29896,0,1049,0,10070,0,0,2096,1338,0,0,12624
1050,45163,24455,54093,29925,0,1050,0,10080,0,0,2098,1340,0,0,12636
1051,45206,24478,54144,29953,0,1051,0,10089,0,0,2100,1341,0,0,12648
1052,45248,24502,54195,29982,0,1052,0,10099,0,0,2102,1342,0,0,12660
1053,45291,24525,54246,30010,0,1053,0,10108,0,0,2104,1343,0,0,12672
1054,45334,24548,54298,30039,0,1054,0,10118,0,0,2106,1345,0,0,12684
1055,45377,24571,54349,30067,0,1055,0,10128,0,0,2108,1346,0,0,12696
1056,45419,24595,54400,30096,0,1056,0,10137,0,0,2110,1347,0,0,12708
1057,45462,24618,54452,30124,0,1057,0,10147,0,0,2112,1349,0,0,12720
1058,45505,24641,54503,30153,0,1058,0,10156,0,0,2114,1350,0,0,12732
1059,45548,24665,54554,30181,0,1059,0,10166,0,0,2116,1351,0,0,12744
1060,45590,24688,54606,30210,0,1060,0,10176,0,0,2118,1352,0,0,12756
1061,45633,24711,54657,30238,0,1061,0,10185,0,0,2120,1354,0,0,12768
1062,45676,24734,54708,30267,0,1062,0,10195,0,0,2122,1355,0,0,12780
1063,45719,24758,54759,30295,0,1063,0,10204,0,0,2124,1356,0,0,12792
1064,45761,24781,54811,30324,0,1064,0,10214,0,0,2126,1357,0,0,12804
1065,45804,24804,54862,30352,0,1065,0,10224,0,0,2128,1359,0,0,12816
1066,45847,24828,54913,30381,0,1066,0,10233,0,0,2130,1360,0,0,12828
1067,45890,24851,54965,30409,0,1067,0,10243,0,0,2132,1361,0,0,12840
1068,45932,24874,55016,30438,0,1068,0,10252,0,0,2134,1363,0,0,12852
1069,45975,24898,55067,30466,0,1069,0,10262,0,0,2136,1364,0,0,12864
1070,46018,24921,55119,30495,0,1070,0,10272,0,0,2138,1365,0,0,12876
1071,46061,24944,55170,30523,0,1071,0,10281,0,0,2140,1366,0,0,12888
1072,46103,24967,55221,30552,0,1072,0,10291,0,0,2142,1368,0,0,12900
1073,46146,24991,55272,30580,0,1073,0,10300,0,0,2144,1369,0,0,12912
1074,46189,25014,55324,30609,0,1074,0,10310,0,0,2146,1370,0,0,12924
1075,46232,25037,55375,30637,0,1075,0,10320,0,0,2148,1371,0,0,12936
1076,46274,25061,55426,30666,0,1076,0,10329,0,0,2150,1373,0,0,12948
1077,46317,25084,55478,30694,0,1077,0,10339,0,0,2152,1374,0,0,12960
1078,46360,25107,55529,30723,0,1078,0,10348,0,0,2154,1375,0,0,12972
1079,46403,25130,55580,30751,0,1079,0,10358,0,0,2156,1377,0,0,12984
1080,46445,25154,55632,30780,0,1080,0,10368,0,0,2158,1378,0,0,12996
1081,46488,25177,55683,30808,0,1081,0,10377,0,0,2160,1379,0,0,13008
1082,46531,25200,55734,30837,0,1082,0,10387,0,0,2162,1380,0,0,13020
1083,46574,25224,55785,30865,0,1083,0,10396,0,0,2164,1382,0,0,13032
1084,46616,25247,55837,30894,0,1084,0,10406,0,0,2166,1383,0,0,13044
1085,46659,25270,55888,30922,0,1085,0,10416,0,0,2168,1384,0,0,13056
1086,46702,25293,55939,30951,0,1086,0,10425,0,0,2170,1385,0,0,13068
1087,46745,25317,55991,30979,0,1087,0,10435,0,0,2172,1387,0,0,13080
1088,46787,25340,56042,31008,0,1088,0,10444,0,0,2174,1388,0,0,13092
1089,46830,25363,56093,31036,0,1089,0,10454,0,0,2176,1389,0,0,13104
1090,46873,25387,56145,31065,0,1090,0,10464,0,0,2178,1391,0,0,13116
1091,46916,25410,56196,31093,0,1091,0,10473,0,0,2180,1392,0,0,13128
1092,46958,25433,56247,31122,0,1092,0,10483,0,0,2182,1393,0,0,13140
1093,47001,25457,56298,31150,0,1093,0,10492,0,0,2184,1394,0,0,13152
1094,47044,25480,56350,31179,0,1094,0,10502,0,0,2186,1396,0,0,13164
1095,47087,25503,56401,31207,0,1095,0,10512,0,0,2188,1397,0,0,13176
1096,47129,25526,56452,31236,0,1096,0,10521,0,0,2190,1398,0,0,13188
1097,47172,25550,56504,31264,0,1097,0,10531,0,0,2192,1400,0,0,13200
1098,47215,25573,56555,31293,0,1098,0,10540,0,0,2194,1401,0,0,13212
1099,47258,25596,56606,31321,0,1099,0,10550,0,0,2196,1402,0,0,13224
1100,47300,25620,56658,31350,0,1100,0,10560,0,0,2198,1403,0,0,13236
1101,47343,25643,56709,31378,0,1101,0,10569,0,0,2200,1405,0,0,13248
1102,47386,25666,56760,31407,0,1102,0,10579,0,0,2202,1406,0,0,13260
1103,47429,25689,56811,31435,0,1103,0,10588,0,0,2204,1407,0,0,13272
1104,47471,25713,56863,31464,0,1104,0,10598,0,0,2206,1408,0,0,13284
1105,47514,25736,56914,31492,0,1105,0,10608,0,0,2208,1410,0,0,13296
1106,47557,25759,56965,31521,0,1106,0,10617,0,0,2210,1411,0,0,13308
1107,47600,25783,57017,31549,0,1107,0,10627,0,0,2212,1412,0,0,13320
1108,47642,25806,57068,31578,0,1108,0,10636,0,0,2214,1414,0,0,13332
1109,47685,25829,57119,31606,0,1109,0,10646,0,0,2216,1415,0,0,13344
1110,47728,25852,57171,31635,0,1110,0,10656,0,0,2218,1416,0,0,13356
1111,47771,25876,57222,31663,0,1111,0,10665,0,0,2220,1417,0,0,13368
1112,47813,25899,57273,31692,0,1112,0,10675,0,0,2222,1419,0,0,13380
1113,47856,25922,57324,31720,0,1113,0,10684,0,0,2224,1420,0,0,13392
1114,47899,25946,57376,31749,0,1114,0,10694,0,0,2226,1421,0,0,13404
1115,47942,25969,57427,31777,0,1115,0,10704,0,0,2228,1422,0,0,13416
1116,47984,25992,57478,31806,0,1116,0,10713,0,0,2230,1424,0,0,13428
1117,48027,26015,57530,31834,0,1117,0,10723,0,0,2232,1425,0,0,13440
1118,48070,26039,57581,31863,0,1118,0,10732,0,0,2234,1426,0,0,13452
1119,48113,26062,57632,31891,0,1119,0,10742,0,0,2236,1428,0,0,13464
1120,48155,26085,57684,31920,0,1120,0,10752,0,0,2238,1429,0,0,13476
1121,48198,26109,57735,31948,0,1121,0,10761,0,0,2240,1430,0,0,13488
1122,48241,26132,57786,31977,0,1122,0,10771,0,0,2242,1431,0,0,13500
1123,48284,26155,57837,32005,0,1123,0,10780,0,0,2244,1433,0,0,13512
1124,48326,26179,57889,32034,0,1124,0,10790,0,0,2246,1434,0,0,13524
1125,48369,26202,57940,32062,0,1125,0,10800,0,0,2248,1435,0,0,13536
1126,48412,26225,57991,32091,0,1126,0,10809,0,0,2250,1436,0,0,13548
1127,48455,26248,58043,32119,0,1127,0,10819,0,0,2252,1438,0,0,13560
1128,48497,26272,58094,32148,0,1128,0,10828,0,0,2254,1439,0,0,13572
1129,48540,26295,58145,32176,0,1129,0,10838,0,0,2256,1440,0,0,13584
1130,48583,26318,58197,32205,0,1130,0,10848,0,0,2258,1442,0,0,13596
1131,48626,26342,58248,32233,0,1131,0,10857,0,0,2260,1443,0,0,13608
1132,48668,26365,58299,32262,0,1132,0,10867,0,0,2262,1444,0,0,13620
1133,48711,26388,58350,32290,0,1133,0,10876,0,0,2264,1445,0,0,13632
1134,48754,26411,58402,32319,0,1134,0,10886,0,0,2266,1447,0,0,13644
1135,48797,26435,58453,32347,0,1135,0,10896,0,0,2268,1448,0,0,13656
1136,48839,26458,58504,32376,0,1136,0,10905,0,0,2270,1449,0,0,13668
1137,48882,26481,58556,32404,0,1137,0,10915,0,0,2272,1450,0,0,13680
1138,48925,26505,58607,32433,0,1138,0,10924,0,0,2274,1452,0,0,13692
1139,48968,26528,58658,32461,0,1139,0,10934,0,0,2276,1453,0,0,13704
1140,49010,26551,58710,32490,0,1140,0,10944,0,0,2278,1454,0,0,13716
1141,49053,26574,58761,32518,0,1141,0,10953,0,0,2280,1456,0,0,13728
1142,49096,26598,58812,32547,0,1142,0,10963,0,0,2282,1457,0,0,13740
1143,49139,26621,58863,32575,0,1143,0,10972,0,0,2284,1458,0,0,13752
1144,49181,26644,58915,32604,0,1144,0,10982,0,0,2286,1459,0,0,13764
1145,49224,26668,58966,32632,0,1145,0,10992,0,0,2288,1461,0,0,13776
1146,49267,26691,59017,32661,0,1146,0,11001,0,0,2290,1462,0,0,13788
1147,49310,26714,59069,32689,0,1147,0,11011,0,0,2292,1463,0,0,13800
1148,49352,26738,59120,32718,0,1148,0,11020,0,0,2294,1464,0,0,13812
1149,49395,26761,59171,32746,0,1149,0,11030,0,0,2296,1466,0,0,13824
1150,49438,26784,59223,32775,0,1150,0,11040,0,0,2298,1467,0,0,13836
1151,49481,26807,59274,32803,0,1151,0,11049,0,0,2300,1468,0,0,13848
1152,49523,26831,59325,32832,0,1152,0,11059,0,0,2302,1470,0,0,13860
1153,49566,26854,59376,32860,0,1153,0,11068,0,0,2304,1471,0,0,13872
1154,49609,26877,59428,32889,0,1154,0,11078,0,0,2306,1472,0,0,13884
